"year","month","region","subregion","country","passenger_count","ctry_cntr_long","ctry_cntr_lat"
2014,"november","Others & Unspecified","Others & Unspecified","Residences",3411,NA,NA
2014,"december","Africa","Africa","Nigeria",130,-152.464510556622,9.04612284069098
2014,"december","Africa","Africa","South Africa",261,-132.876814159292,-28.5941592920354
2014,"december","America","North America","Canada",12359,112.832333696838,48.1319847328244
2014,"december","America","North America","Mexico",175,100.133599574015,20.7982747603834
2014,"december","America","North America","USA",54955,104.870802407222,37.4450351053159
2014,"december","America","South America","Argentina",89,137.710731707317,-33.5251219512195
2014,"december","America","South America","Brazil",381,153.832635897436,-17.5192102564103
2014,"december","America","South America","Colombia",94,125.168682877406,5.70347517730496
2014,"december","America","South America","Peru",46,123.582095588235,-9.93136029411765
2014,"december","America","South America","Venezuela",22,131.974711538462,9.79432692307692
2014,"december","Asia","ASEAN","Brunei",1090,-45.374,4.73
2014,"december","Asia","ASEAN","Cambodia",287,-55.1844,12.2416
2014,"december","Asia","ASEAN","Indonesia",3989,-49.7179831932773,-5.32147058823529
2014,"december","Asia","ASEAN","Laos",91,-55.9455555555555,18.0761111111111
2014,"december","Asia","ASEAN","Malaysia",14958,-56.2003067484662,3.87441717791411
2014,"december","Asia","ASEAN","Myanmar",471,-63.8993939393939,18.9172727272727
2014,"december","Asia","ASEAN","Singapore",16921,-56.15,1.3
2014,"december","Asia","ASEAN","Thailand",3543,-58.8763822525597,14.4172354948805
2014,"december","Asia","ASEAN","Vietnam",2094,-53.5057352941176,16.3188235294118
2014,"december","Asia","East Asia","China",20762,-44.1156278026906,34.0535201793722
2014,"december","Asia","East Asia","Hongkong",10012,NA,NA
2014,"december","Asia","East Asia","Japan",36847,-23.1284684684684,35.605975975976
2014,"december","Asia","East Asia","Korea",100243,-32.3073484848485,36.3019696969697
2014,"december","Asia","East Asia","Macau",826,NA,NA
2014,"december","Asia","East Asia","Taiwan",11071,-39.2136734693877,24.0868367346939
2014,"december","Asia","Middle East","Bahrain",293,-109.447272727273,26.1736363636364
2014,"december","Asia","Middle East","Egypt",117,-128.630588235294,29.4472549019608
2014,"december","Asia","Middle East","Jordan",53,-124.15642384106,32.0415894039735
2014,"december","Asia","Middle East","Kuwait",415,-112.027714285714,29.2714285714286
2014,"december","Asia","Middle East","Qatar",412,-108.735555555556,25.3366666666667
2014,"december","Asia","Middle East","Saudi Arabia",2110,-115.712795698925,23.777311827957
2014,"december","Asia","Middle East","United Arab Emirates",1604,-104.391111111111,25.18
2014,"december","Asia","South Asia","Bangladesh",300,-69.7788111888112,23.7406293706294
2014,"december","Asia","South Asia","India",5000,-80.6390758047767,21.5019210799585
2014,"december","Asia","South Asia","Iran",142,-108.556127819549,33.8924812030075
2014,"december","Asia","South Asia","Nepal",428,-75.3217307692308,27.6073076923077
2014,"december","Asia","South Asia","Pakistan",275,-89.0981339712919,29.9402631578947
2014,"december","Asia","South Asia","Sri Lanka",294,-79.6352112676057,7.26901408450704
2014,"december","Australasia & The Pacific","Australasia & The Pacific","Australia",18773,-15.7823004694836,-30.319014084507
2014,"december","Australasia & The Pacific","Australasia & The Pacific","Guam",3372,-15.2292592592593,13.4496296296296
2014,"december","Australasia & The Pacific","Australasia & The Pacific","Nauru",4,6.90999999999997,-0.55
2014,"december","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1495,13.6360507246377,-40.5059420289855
2014,"december","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",513,-13.0243902439024,-6.12756097560976
2014,"december","Europe","Eastern Europe","Commonwealth Of Independent States",898,NA,NA
2014,"december","Europe","Eastern Europe","Poland",578,-141.010615034169,51.843735763098
2014,"december","Europe","Eastern Europe","Russian Federation",4451,-104.664588832487,53.6329137055838
2014,"december","Europe","Eastern Mediterranean Europe","Israel",956,-124.919067357513,32.3195336787565
2014,"december","Europe","Eastern Mediterranean Europe","Turkey",303,-125.645423514539,39.2837547408344
2014,"december","Europe","Northern Europe","Denmark",1870,-149.482451612903,55.8588709677419
2014,"december","Europe","Northern Europe","Finland",969,-135.20176744186,62.2486046511628
2014,"december","Europe","Northern Europe","Ireland",1757,-167.659333333333,53.1170909090909
2014,"december","Europe","Northern Europe","Norway",3100,-149.670952380952,62.0989355742297
2014,"december","Europe","Northern Europe","Sweden",4706,-144.479326923077,58.9549038461538
2014,"december","Europe","Northern Europe","United Kingdom",9798,-161.96267027027,52.9356972972973
2014,"december","Europe","Southern Europe","Greece",218,-136.79204,38.98216
2014,"december","Europe","Southern Europe","Italy",2660,-147.610994923858,42.7972182741117
2014,"december","Europe","Southern Europe","Portugal",175,-168.546278538813,39.9041552511416
2014,"december","Europe","Southern Europe","Spain",2190,-162.8159375,40.0899421296296
2014,"december","Europe","Western Europe","Andorra",21,-158.461428571429,42.5342857142857
2014,"december","Europe","Western Europe","Austria",1784,-145.891361702128,47.6804680851064
2014,"december","Europe","Western Europe","Belgium",1335,-155.426974637681,50.7387862318841
2014,"december","Europe","Western Europe","France",4319,-157.2156,47.37819
2014,"december","Europe","Western Europe","Germany",8756,-150.696603206413,50.8155811623246
2014,"december","Europe","Western Europe","Luxembourg",75,-153.907505285412,49.7718181818182
2014,"december","Europe","Western Europe","Netherlands",3308,-154.601603773585,52.0650943396226
2014,"december","Europe","Western Europe","Switzerland",3531,-151.942360774818,47.0366101694915
2014,"december","Others & Unspecified","Others & Unspecified","Residences",4254,NA,NA
2015,"january","Africa","Africa","Nigeria",0,-152.464510556622,9.04612284069098
2015,"january","Africa","Africa","South Africa",0,-132.876814159292,-28.5941592920354
2015,"january","America","North America","Canada",17922,112.832333696838,48.1319847328244
2015,"january","America","North America","Mexico",307,100.133599574015,20.7982747603834
2015,"january","America","North America","USA",76896,104.870802407222,37.4450351053159
2015,"january","America","South America","Argentina",202,137.710731707317,-33.5251219512195
2015,"january","America","South America","Brazil",309,153.832635897436,-17.5192102564103
2015,"january","America","South America","Colombia",134,125.168682877406,5.70347517730496
2015,"january","America","South America","Peru",46,123.582095588235,-9.93136029411765
2015,"january","America","South America","Venezuela",17,131.974711538462,9.79432692307692
2015,"january","Asia","ASEAN","Brunei",645,-45.374,4.73
2015,"january","Asia","ASEAN","Cambodia",219,-55.1844,12.2416
2015,"january","Asia","ASEAN","Indonesia",3949,-49.7179831932773,-5.32147058823529
2015,"january","Asia","ASEAN","Laos",93,-55.9455555555555,18.0761111111111
2015,"january","Asia","ASEAN","Malaysia",12256,-56.2003067484662,3.87441717791411
2015,"january","Asia","ASEAN","Myanmar",593,-63.8993939393939,18.9172727272727
2015,"january","Asia","ASEAN","Singapore",12995,-56.15,1.3
2015,"january","Asia","ASEAN","Thailand",3426,-58.8763822525597,14.4172354948805
2015,"january","Asia","ASEAN","Vietnam",2807,-53.5057352941176,16.3188235294118
2015,"january","Asia","East Asia","China",21164,-44.1156278026906,34.0535201793722
2015,"january","Asia","East Asia","Hongkong",7858,NA,NA
2015,"january","Asia","East Asia","Japan",38190,-23.1284684684684,35.605975975976
2015,"january","Asia","East Asia","Korea",147163,-32.3073484848485,36.3019696969697
2015,"january","Asia","East Asia","Macau",577,NA,NA
2015,"january","Asia","East Asia","Taiwan",11804,-39.2136734693877,24.0868367346939
2015,"january","Asia","Middle East","Bahrain",302,-109.447272727273,26.1736363636364
2015,"january","Asia","Middle East","Egypt",135,-128.630588235294,29.4472549019608
2015,"january","Asia","Middle East","Jordan",67,-124.15642384106,32.0415894039735
2015,"january","Asia","Middle East","Kuwait",495,-112.027714285714,29.2714285714286
2015,"january","Asia","Middle East","Qatar",302,-108.735555555556,25.3366666666667
2015,"january","Asia","Middle East","Saudi Arabia",4154,-115.712795698925,23.777311827957
2015,"january","Asia","Middle East","United Arab Emirates",1169,-104.391111111111,25.18
2015,"january","Asia","South Asia","Bangladesh",311,-69.7788111888112,23.7406293706294
2015,"january","Asia","South Asia","India",6221,-80.6390758047767,21.5019210799585
2015,"january","Asia","South Asia","Iran",213,-108.556127819549,33.8924812030075
2015,"january","Asia","South Asia","Nepal",360,-75.3217307692308,27.6073076923077
2015,"january","Asia","South Asia","Pakistan",391,-89.0981339712919,29.9402631578947
2015,"january","Asia","South Asia","Sri Lanka",384,-79.6352112676057,7.26901408450704
2015,"january","Australasia & The Pacific","Australasia & The Pacific","Australia",0,-15.7823004694836,-30.319014084507
2015,"january","Australasia & The Pacific","Australasia & The Pacific","Guam",0,-15.2292592592593,13.4496296296296
2015,"january","Australasia & The Pacific","Australasia & The Pacific","Nauru",0,6.90999999999997,-0.55
2015,"january","Australasia & The Pacific","Australasia & The Pacific","New Zealand",0,13.6360507246377,-40.5059420289855
2015,"january","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",0,-13.0243902439024,-6.12756097560976
2015,"january","Europe","Eastern Europe","Commonwealth Of Independent States",1151,NA,NA
2015,"january","Europe","Eastern Europe","Poland",948,-141.010615034169,51.843735763098
2015,"january","Europe","Eastern Europe","Russian Federation",4804,-104.664588832487,53.6329137055838
2015,"january","Europe","Eastern Mediterranean Europe","Israel",1299,-124.919067357513,32.3195336787565
2015,"january","Europe","Eastern Mediterranean Europe","Turkey",546,-125.645423514539,39.2837547408344
2015,"january","Europe","Northern Europe","Denmark",1873,-149.482451612903,55.8588709677419
2015,"january","Europe","Northern Europe","Finland",865,-135.20176744186,62.2486046511628
2015,"january","Europe","Northern Europe","Ireland",1112,-167.659333333333,53.1170909090909
2015,"january","Europe","Northern Europe","Norway",1954,-149.670952380952,62.0989355742297
2015,"january","Europe","Northern Europe","Sweden",2970,-144.479326923077,58.9549038461538
2015,"january","Europe","Northern Europe","United Kingdom",11967,-161.96267027027,52.9356972972973
2015,"january","Europe","Southern Europe","Greece",206,-136.79204,38.98216
2015,"january","Europe","Southern Europe","Italy",2649,-147.610994923858,42.7972182741117
2015,"january","Europe","Southern Europe","Portugal",222,-168.546278538813,39.9041552511416
2015,"january","Europe","Southern Europe","Spain",2087,-162.8159375,40.0899421296296
2015,"january","Europe","Western Europe","Andorra",30,-158.461428571429,42.5342857142857
2015,"january","Europe","Western Europe","Austria",1617,-145.891361702128,47.6804680851064
2015,"january","Europe","Western Europe","Belgium",1000,-155.426974637681,50.7387862318841
2015,"january","Europe","Western Europe","France",4418,-157.2156,47.37819
2015,"january","Europe","Western Europe","Germany",7848,-150.696603206413,50.8155811623246
2015,"january","Europe","Western Europe","Luxembourg",63,-153.907505285412,49.7718181818182
2015,"january","Europe","Western Europe","Netherlands",2958,-154.601603773585,52.0650943396226
2015,"january","Europe","Western Europe","Switzerland",2995,-151.942360774818,47.0366101694915
2015,"january","Others & Unspecified","Others & Unspecified","Residences",0,NA,NA
2015,"february","Africa","Africa","Nigeria",91,-152.464510556622,9.04612284069098
2015,"february","Africa","Africa","South Africa",340,-132.876814159292,-28.5941592920354
2015,"february","America","North America","Canada",13146,112.832333696838,48.1319847328244
2015,"february","America","North America","Mexico",235,100.133599574015,20.7982747603834
2015,"february","America","North America","USA",65330,104.870802407222,37.4450351053159
2015,"february","America","South America","Argentina",181,137.710731707317,-33.5251219512195
2015,"february","America","South America","Brazil",337,153.832635897436,-17.5192102564103
2015,"february","America","South America","Colombia",94,125.168682877406,5.70347517730496
2015,"february","America","South America","Peru",39,123.582095588235,-9.93136029411765
2015,"february","America","South America","Venezuela",19,131.974711538462,9.79432692307692
2015,"february","Asia","ASEAN","Brunei",709,-45.374,4.73
2015,"february","Asia","ASEAN","Cambodia",233,-55.1844,12.2416
2015,"february","Asia","ASEAN","Indonesia",3615,-49.7179831932773,-5.32147058823529
2015,"february","Asia","ASEAN","Laos",97,-55.9455555555555,18.0761111111111
2015,"february","Asia","ASEAN","Malaysia",11188,-56.2003067484662,3.87441717791411
2015,"february","Asia","ASEAN","Myanmar",579,-63.8993939393939,18.9172727272727
2015,"february","Asia","ASEAN","Singapore",14279,-56.15,1.3
2015,"february","Asia","ASEAN","Thailand",3759,-58.8763822525597,14.4172354948805
2015,"february","Asia","ASEAN","Vietnam",2811,-53.5057352941176,16.3188235294118
2015,"february","Asia","East Asia","China",41812,-44.1156278026906,34.0535201793722
2015,"february","Asia","East Asia","Hongkong",13171,NA,NA
2015,"february","Asia","East Asia","Japan",45299,-23.1284684684684,35.605975975976
2015,"february","Asia","East Asia","Korea",121218,-32.3073484848485,36.3019696969697
2015,"february","Asia","East Asia","Macau",793,NA,NA
2015,"february","Asia","East Asia","Taiwan",15198,-39.2136734693877,24.0868367346939
2015,"february","Asia","Middle East","Bahrain",225,-109.447272727273,26.1736363636364
2015,"february","Asia","Middle East","Egypt",142,-128.630588235294,29.4472549019608
2015,"february","Asia","Middle East","Jordan",58,-124.15642384106,32.0415894039735
2015,"february","Asia","Middle East","Kuwait",409,-112.027714285714,29.2714285714286
2015,"february","Asia","Middle East","Qatar",313,-108.735555555556,25.3366666666667
2015,"february","Asia","Middle East","Saudi Arabia",3798,-115.712795698925,23.777311827957
2015,"february","Asia","Middle East","United Arab Emirates",1170,-104.391111111111,25.18
2015,"february","Asia","South Asia","Bangladesh",268,-69.7788111888112,23.7406293706294
2015,"february","Asia","South Asia","India",5244,-80.6390758047767,21.5019210799585
2015,"february","Asia","South Asia","Iran",140,-108.556127819549,33.8924812030075
2015,"february","Asia","South Asia","Nepal",305,-75.3217307692308,27.6073076923077
2015,"february","Asia","South Asia","Pakistan",338,-89.0981339712919,29.9402631578947
2015,"february","Asia","South Asia","Sri Lanka",391,-79.6352112676057,7.26901408450704
2015,"february","Australasia & The Pacific","Australasia & The Pacific","Australia",23281,-15.7823004694836,-30.319014084507
2015,"february","Australasia & The Pacific","Australasia & The Pacific","Guam",2490,-15.2292592592593,13.4496296296296
2015,"february","Australasia & The Pacific","Australasia & The Pacific","Nauru",0,6.90999999999997,-0.55
2015,"february","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1582,13.6360507246377,-40.5059420289855
2015,"february","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",574,-13.0243902439024,-6.12756097560976
2015,"february","Europe","Eastern Europe","Commonwealth Of Independent States",870,NA,NA
2015,"february","Europe","Eastern Europe","Poland",967,-141.010615034169,51.843735763098
2015,"february","Europe","Eastern Europe","Russian Federation",2478,-104.664588832487,53.6329137055838
2015,"february","Europe","Eastern Mediterranean Europe","Israel",1256,-124.919067357513,32.3195336787565
2015,"february","Europe","Eastern Mediterranean Europe","Turkey",509,-125.645423514539,39.2837547408344
2015,"february","Europe","Northern Europe","Denmark",1830,-149.482451612903,55.8588709677419
2015,"february","Europe","Northern Europe","Finland",733,-135.20176744186,62.2486046511628
2015,"february","Europe","Northern Europe","Ireland",849,-167.659333333333,53.1170909090909
2015,"february","Europe","Northern Europe","Norway",1787,-149.670952380952,62.0989355742297
2015,"february","Europe","Northern Europe","Sweden",2871,-144.479326923077,58.9549038461538
2015,"february","Europe","Northern Europe","United Kingdom",11374,-161.96267027027,52.9356972972973
2015,"february","Europe","Southern Europe","Greece",231,-136.79204,38.98216
2015,"february","Europe","Southern Europe","Italy",2172,-147.610994923858,42.7972182741117
2015,"february","Europe","Southern Europe","Portugal",210,-168.546278538813,39.9041552511416
2015,"february","Europe","Southern Europe","Spain",1764,-162.8159375,40.0899421296296
2015,"february","Europe","Western Europe","Andorra",41,-158.461428571429,42.5342857142857
2015,"february","Europe","Western Europe","Austria",1310,-145.891361702128,47.6804680851064
2015,"february","Europe","Western Europe","Belgium",1031,-155.426974637681,50.7387862318841
2015,"february","Europe","Western Europe","France",5821,-157.2156,47.37819
2015,"february","Europe","Western Europe","Germany",7396,-150.696603206413,50.8155811623246
2015,"february","Europe","Western Europe","Luxembourg",57,-153.907505285412,49.7718181818182
2015,"february","Europe","Western Europe","Netherlands",2356,-154.601603773585,52.0650943396226
2015,"february","Europe","Western Europe","Switzerland",2551,-151.942360774818,47.0366101694915
2015,"february","Others & Unspecified","Others & Unspecified","Residences",4870,NA,NA
2015,"march","Africa","Africa","Nigeria",82,-152.464510556622,9.04612284069098
2015,"march","Africa","Africa","South Africa",356,-132.876814159292,-28.5941592920354
2015,"march","America","North America","Canada",15688,112.832333696838,48.1319847328244
2015,"march","America","North America","Mexico",267,100.133599574015,20.7982747603834
2015,"march","America","North America","USA",71831,104.870802407222,37.4450351053159
2015,"march","America","South America","Argentina",260,137.710731707317,-33.5251219512195
2015,"march","America","South America","Brazil",319,153.832635897436,-17.5192102564103
2015,"march","America","South America","Colombia",119,125.168682877406,5.70347517730496
2015,"march","America","South America","Peru",42,123.582095588235,-9.93136029411765
2015,"march","America","South America","Venezuela",15,131.974711538462,9.79432692307692
2015,"march","Asia","ASEAN","Brunei",840,-45.374,4.73
2015,"march","Asia","ASEAN","Cambodia",245,-55.1844,12.2416
2015,"march","Asia","ASEAN","Indonesia",4235,-49.7179831932773,-5.32147058823529
2015,"march","Asia","ASEAN","Laos",119,-55.9455555555555,18.0761111111111
2015,"march","Asia","ASEAN","Malaysia",13892,-56.2003067484662,3.87441717791411
2015,"march","Asia","ASEAN","Myanmar",682,-63.8993939393939,18.9172727272727
2015,"march","Asia","ASEAN","Singapore",16942,-56.15,1.3
2015,"march","Asia","ASEAN","Thailand",4059,-58.8763822525597,14.4172354948805
2015,"march","Asia","ASEAN","Vietnam",2858,-53.5057352941176,16.3188235294118
2015,"march","Asia","East Asia","China",30067,-44.1156278026906,34.0535201793722
2015,"march","Asia","East Asia","Hongkong",10483,NA,NA
2015,"march","Asia","East Asia","Japan",46885,-23.1284684684684,35.605975975976
2015,"march","Asia","East Asia","Korea",93099,-32.3073484848485,36.3019696969697
2015,"march","Asia","East Asia","Macau",833,NA,NA
2015,"march","Asia","East Asia","Taiwan",14711,-39.2136734693877,24.0868367346939
2015,"march","Asia","Middle East","Bahrain",271,-109.447272727273,26.1736363636364
2015,"march","Asia","Middle East","Egypt",151,-128.630588235294,29.4472549019608
2015,"march","Asia","Middle East","Jordan",61,-124.15642384106,32.0415894039735
2015,"march","Asia","Middle East","Kuwait",381,-112.027714285714,29.2714285714286
2015,"march","Asia","Middle East","Qatar",423,-108.735555555556,25.3366666666667
2015,"march","Asia","Middle East","Saudi Arabia",4446,-115.712795698925,23.777311827957
2015,"march","Asia","Middle East","United Arab Emirates",1728,-104.391111111111,25.18
2015,"march","Asia","South Asia","Bangladesh",411,-69.7788111888112,23.7406293706294
2015,"march","Asia","South Asia","India",6415,-80.6390758047767,21.5019210799585
2015,"march","Asia","South Asia","Iran",258,-108.556127819549,33.8924812030075
2015,"march","Asia","South Asia","Nepal",203,-75.3217307692308,27.6073076923077
2015,"march","Asia","South Asia","Pakistan",419,-89.0981339712919,29.9402631578947
2015,"march","Asia","South Asia","Sri Lanka",423,-79.6352112676057,7.26901408450704
2015,"march","Australasia & The Pacific","Australasia & The Pacific","Australia",17625,-15.7823004694836,-30.319014084507
2015,"march","Australasia & The Pacific","Australasia & The Pacific","Guam",2227,-15.2292592592593,13.4496296296296
2015,"march","Australasia & The Pacific","Australasia & The Pacific","Nauru",0,6.90999999999997,-0.55
2015,"march","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1319,13.6360507246377,-40.5059420289855
2015,"march","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",381,-13.0243902439024,-6.12756097560976
2015,"march","Europe","Eastern Europe","Commonwealth Of Independent States",868,NA,NA
2015,"march","Europe","Eastern Europe","Poland",767,-141.010615034169,51.843735763098
2015,"march","Europe","Eastern Europe","Russian Federation",1989,-104.664588832487,53.6329137055838
2015,"march","Europe","Eastern Mediterranean Europe","Israel",1116,-124.919067357513,32.3195336787565
2015,"march","Europe","Eastern Mediterranean Europe","Turkey",511,-125.645423514539,39.2837547408344
2015,"march","Europe","Northern Europe","Denmark",1536,-149.482451612903,55.8588709677419
2015,"march","Europe","Northern Europe","Finland",554,-135.20176744186,62.2486046511628
2015,"march","Europe","Northern Europe","Ireland",1379,-167.659333333333,53.1170909090909
2015,"march","Europe","Northern Europe","Norway",2175,-149.670952380952,62.0989355742297
2015,"march","Europe","Northern Europe","Sweden",2310,-144.479326923077,58.9549038461538
2015,"march","Europe","Northern Europe","United Kingdom",16730,-161.96267027027,52.9356972972973
2015,"march","Europe","Southern Europe","Greece",220,-136.79204,38.98216
2015,"march","Europe","Southern Europe","Italy",1931,-147.610994923858,42.7972182741117
2015,"march","Europe","Southern Europe","Portugal",187,-168.546278538813,39.9041552511416
2015,"march","Europe","Southern Europe","Spain",2109,-162.8159375,40.0899421296296
2015,"march","Europe","Western Europe","Andorra",24,-158.461428571429,42.5342857142857
2015,"march","Europe","Western Europe","Austria",1112,-145.891361702128,47.6804680851064
2015,"march","Europe","Western Europe","Belgium",1203,-155.426974637681,50.7387862318841
2015,"march","Europe","Western Europe","France",4735,-157.2156,47.37819
2015,"march","Europe","Western Europe","Germany",8576,-150.696603206413,50.8155811623246
2015,"march","Europe","Western Europe","Luxembourg",74,-153.907505285412,49.7718181818182
2015,"march","Europe","Western Europe","Netherlands",2365,-154.601603773585,52.0650943396226
2015,"march","Europe","Western Europe","Switzerland",2576,-151.942360774818,47.0366101694915
2015,"march","Others & Unspecified","Others & Unspecified","Residences",4599,NA,NA
2015,"april","Africa","Africa","Nigeria",124,-152.464510556622,9.04612284069098
2015,"april","Africa","Africa","South Africa",395,-132.876814159292,-28.5941592920354
2015,"april","America","North America","Canada",0,112.832333696838,48.1319847328244
2015,"april","America","North America","Mexico",0,100.133599574015,20.7982747603834
2015,"april","America","North America","USA",0,104.870802407222,37.4450351053159
2015,"april","America","South America","Argentina",0,137.710731707317,-33.5251219512195
2015,"april","America","South America","Brazil",0,153.832635897436,-17.5192102564103
2015,"april","America","South America","Colombia",0,125.168682877406,5.70347517730496
2015,"april","America","South America","Peru",0,123.582095588235,-9.93136029411765
2015,"april","America","South America","Venezuela",0,131.974711538462,9.79432692307692
2015,"april","Asia","ASEAN","Brunei",0,-45.374,4.73
2015,"april","Asia","ASEAN","Cambodia",0,-55.1844,12.2416
2015,"april","Asia","ASEAN","Indonesia",0,-49.7179831932773,-5.32147058823529
2015,"april","Asia","ASEAN","Laos",0,-55.9455555555555,18.0761111111111
2015,"april","Asia","ASEAN","Malaysia",0,-56.2003067484662,3.87441717791411
2015,"april","Asia","ASEAN","Myanmar",0,-63.8993939393939,18.9172727272727
2015,"april","Asia","ASEAN","Singapore",0,-56.15,1.3
2015,"april","Asia","ASEAN","Thailand",0,-58.8763822525597,14.4172354948805
2015,"april","Asia","ASEAN","Vietnam",0,-53.5057352941176,16.3188235294118
2015,"april","Asia","East Asia","China",0,-44.1156278026906,34.0535201793722
2015,"april","Asia","East Asia","Hongkong",0,NA,NA
2015,"april","Asia","East Asia","Japan",0,-23.1284684684684,35.605975975976
2015,"april","Asia","East Asia","Korea",0,-32.3073484848485,36.3019696969697
2015,"april","Asia","East Asia","Macau",0,NA,NA
2015,"april","Asia","East Asia","Taiwan",0,-39.2136734693877,24.0868367346939
2015,"april","Asia","Middle East","Bahrain",0,-109.447272727273,26.1736363636364
2015,"april","Asia","Middle East","Egypt",0,-128.630588235294,29.4472549019608
2015,"april","Asia","Middle East","Jordan",0,-124.15642384106,32.0415894039735
2015,"april","Asia","Middle East","Kuwait",0,-112.027714285714,29.2714285714286
2015,"april","Asia","Middle East","Qatar",0,-108.735555555556,25.3366666666667
2015,"april","Asia","Middle East","Saudi Arabia",0,-115.712795698925,23.777311827957
2015,"april","Asia","Middle East","United Arab Emirates",0,-104.391111111111,25.18
2015,"april","Asia","South Asia","Bangladesh",0,-69.7788111888112,23.7406293706294
2015,"april","Asia","South Asia","India",0,-80.6390758047767,21.5019210799585
2015,"april","Asia","South Asia","Iran",0,-108.556127819549,33.8924812030075
2015,"april","Asia","South Asia","Nepal",0,-75.3217307692308,27.6073076923077
2015,"april","Asia","South Asia","Pakistan",0,-89.0981339712919,29.9402631578947
2015,"april","Asia","South Asia","Sri Lanka",0,-79.6352112676057,7.26901408450704
2015,"april","Australasia & The Pacific","Australasia & The Pacific","Australia",21993,-15.7823004694836,-30.319014084507
2015,"april","Australasia & The Pacific","Australasia & The Pacific","Guam",2874,-15.2292592592593,13.4496296296296
2015,"april","Australasia & The Pacific","Australasia & The Pacific","Nauru",4,6.90999999999997,-0.55
2015,"april","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1703,13.6360507246377,-40.5059420289855
2015,"april","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",488,-13.0243902439024,-6.12756097560976
2015,"april","Europe","Eastern Europe","Commonwealth Of Independent States",0,NA,NA
2015,"april","Europe","Eastern Europe","Poland",0,-141.010615034169,51.843735763098
2015,"april","Europe","Eastern Europe","Russian Federation",0,-104.664588832487,53.6329137055838
2015,"april","Europe","Eastern Mediterranean Europe","Israel",0,-124.919067357513,32.3195336787565
2015,"april","Europe","Eastern Mediterranean Europe","Turkey",0,-125.645423514539,39.2837547408344
2015,"april","Europe","Northern Europe","Denmark",0,-149.482451612903,55.8588709677419
2015,"april","Europe","Northern Europe","Finland",0,-135.20176744186,62.2486046511628
2015,"april","Europe","Northern Europe","Ireland",0,-167.659333333333,53.1170909090909
2015,"april","Europe","Northern Europe","Norway",0,-149.670952380952,62.0989355742297
2015,"april","Europe","Northern Europe","Sweden",0,-144.479326923077,58.9549038461538
2015,"april","Europe","Northern Europe","United Kingdom",0,-161.96267027027,52.9356972972973
2015,"april","Europe","Southern Europe","Greece",0,-136.79204,38.98216
2015,"april","Europe","Southern Europe","Italy",0,-147.610994923858,42.7972182741117
2015,"april","Europe","Southern Europe","Portugal",0,-168.546278538813,39.9041552511416
2015,"april","Europe","Southern Europe","Spain",0,-162.8159375,40.0899421296296
2015,"april","Europe","Western Europe","Andorra",0,-158.461428571429,42.5342857142857
2015,"april","Europe","Western Europe","Austria",0,-145.891361702128,47.6804680851064
2015,"april","Europe","Western Europe","Belgium",0,-155.426974637681,50.7387862318841
2015,"april","Europe","Western Europe","France",0,-157.2156,47.37819
2015,"april","Europe","Western Europe","Germany",0,-150.696603206413,50.8155811623246
2015,"april","Europe","Western Europe","Luxembourg",0,-153.907505285412,49.7718181818182
2015,"april","Europe","Western Europe","Netherlands",0,-154.601603773585,52.0650943396226
2015,"april","Europe","Western Europe","Switzerland",0,-151.942360774818,47.0366101694915
2015,"april","Others & Unspecified","Others & Unspecified","Residences",4501,NA,NA
2015,"may","Africa","Africa","Nigeria",117,-152.464510556622,9.04612284069098
2015,"may","Africa","Africa","South Africa",384,-132.876814159292,-28.5941592920354
2015,"may","America","North America","Canada",13990,112.832333696838,48.1319847328244
2015,"may","America","North America","Mexico",243,100.133599574015,20.7982747603834
2015,"may","America","North America","USA",69520,104.870802407222,37.4450351053159
2015,"may","America","South America","Argentina",210,137.710731707317,-33.5251219512195
2015,"may","America","South America","Brazil",353,153.832635897436,-17.5192102564103
2015,"may","America","South America","Colombia",109,125.168682877406,5.70347517730496
2015,"may","America","South America","Peru",46,123.582095588235,-9.93136029411765
2015,"may","America","South America","Venezuela",12,131.974711538462,9.79432692307692
2015,"may","Asia","ASEAN","Brunei",676,-45.374,4.73
2015,"may","Asia","ASEAN","Cambodia",366,-55.1844,12.2416
2015,"may","Asia","ASEAN","Indonesia",3705,-49.7179831932773,-5.32147058823529
2015,"may","Asia","ASEAN","Laos",104,-55.9455555555555,18.0761111111111
2015,"may","Asia","ASEAN","Malaysia",13089,-56.2003067484662,3.87441717791411
2015,"may","Asia","ASEAN","Myanmar",565,-63.8993939393939,18.9172727272727
2015,"may","Asia","ASEAN","Singapore",15816,-56.15,1.3
2015,"may","Asia","ASEAN","Thailand",4429,-58.8763822525597,14.4172354948805
2015,"may","Asia","ASEAN","Vietnam",2761,-53.5057352941176,16.3188235294118
2015,"may","Asia","East Asia","China",33250,-44.1156278026906,34.0535201793722
2015,"may","Asia","East Asia","Hongkong",12031,NA,NA
