"year","month","region","subregion","country","passenger_count","ctry_cntr_long","ctry_cntr_lat"
2016,"may","Asia","South Asia","Bangladesh",370,-69.7788111888112,23.7406293706294
2016,"may","Asia","South Asia","India",7245,-80.6390758047767,21.5019210799585
2016,"may","Asia","South Asia","Iran",210,-108.556127819549,33.8924812030075
2016,"may","Asia","South Asia","Nepal",320,-75.3217307692308,27.6073076923077
2016,"may","Asia","South Asia","Pakistan",372,-89.0981339712919,29.9402631578947
2016,"may","Asia","South Asia","Sri Lanka",426,-79.6352112676057,7.26901408450704
2016,"may","Australasia & The Pacific","Australasia & The Pacific","Australia",21231,-15.7823004694836,-30.319014084507
2016,"may","Australasia & The Pacific","Australasia & The Pacific","Guam",3095,-15.2292592592593,13.4496296296296
2016,"may","Australasia & The Pacific","Australasia & The Pacific","Nauru",0,6.90999999999997,-0.55
2016,"may","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1991,13.6360507246377,-40.5059420289855
2016,"may","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",589,-13.0243902439024,-6.12756097560976
2016,"may","Europe","Eastern Europe","Commonwealth Of Independent States",832,NA,NA
2016,"may","Europe","Eastern Europe","Poland",567,-141.010615034169,51.843735763098
2016,"may","Europe","Eastern Europe","Russian Federation",1426,-104.664588832487,53.6329137055838
2016,"may","Europe","Eastern Mediterranean Europe","Israel",1120,-124.919067357513,32.3195336787565
2016,"may","Europe","Eastern Mediterranean Europe","Turkey",527,-125.645423514539,39.2837547408344
2016,"may","Europe","Northern Europe","Denmark",986,-149.482451612903,55.8588709677419
2016,"may","Europe","Northern Europe","Finland",378,-135.20176744186,62.2486046511628
2016,"may","Europe","Northern Europe","Ireland",1261,-167.659333333333,53.1170909090909
2016,"may","Europe","Northern Europe","Norway",1174,-149.670952380952,62.0989355742297
2016,"may","Europe","Northern Europe","Sweden",1264,-144.479326923077,58.9549038461538
2016,"may","Europe","Northern Europe","United Kingdom",13236,-161.96267027027,52.9356972972973
2016,"may","Europe","Southern Europe","Greece",192,-136.79204,38.98216
2016,"may","Europe","Southern Europe","Italy",1546,-147.610994923858,42.7972182741117
2016,"may","Europe","Southern Europe","Portugal",181,-168.546278538813,39.9041552511416
2016,"may","Europe","Southern Europe","Spain",1803,-162.8159375,40.0899421296296
2016,"may","Europe","Western Europe","Andorra",25,-158.461428571429,42.5342857142857
2016,"may","Europe","Western Europe","Austria",705,-145.891361702128,47.6804680851064
2016,"may","Europe","Western Europe","Belgium",964,-155.426974637681,50.7387862318841
2016,"may","Europe","Western Europe","France",4356,-157.2156,47.37819
2016,"may","Europe","Western Europe","Germany",5901,-150.696603206413,50.8155811623246
2016,"may","Europe","Western Europe","Luxembourg",46,-153.907505285412,49.7718181818182
2016,"may","Europe","Western Europe","Netherlands",2319,-154.601603773585,52.0650943396226
2016,"may","Europe","Western Europe","Switzerland",2024,-151.942360774818,47.0366101694915
2016,"may","Others & Unspecified","Others & Unspecified","Residences",5098,NA,NA
2016,"june","Africa","Africa","Nigeria",187,-152.464510556622,9.04612284069098
2016,"june","Africa","Africa","South Africa",361,-132.876814159292,-28.5941592920354
2016,"june","America","North America","Canada",9072,112.832333696838,48.1319847328244
2016,"june","America","North America","Mexico",233,100.133599574015,20.7982747603834
2016,"june","America","North America","USA",76575,104.870802407222,37.4450351053159
2016,"june","America","South America","Argentina",116,137.710731707317,-33.5251219512195
2016,"june","America","South America","Brazil",313,153.832635897436,-17.5192102564103
2016,"june","America","South America","Colombia",129,125.168682877406,5.70347517730496
2016,"june","America","South America","Peru",52,123.582095588235,-9.93136029411765
2016,"june","America","South America","Venezuela",25,131.974711538462,9.79432692307692
2016,"june","Asia","ASEAN","Brunei",557,-45.374,4.73
2016,"june","Asia","ASEAN","Cambodia",348,-55.1844,12.2416
2016,"june","Asia","ASEAN","Indonesia",4206,-49.7179831932773,-5.32147058823529
2016,"june","Asia","ASEAN","Laos",114,-55.9455555555555,18.0761111111111
2016,"june","Asia","ASEAN","Malaysia",11386,-56.2003067484662,3.87441717791411
2016,"june","Asia","ASEAN","Myanmar",820,-63.8993939393939,18.9172727272727
2016,"june","Asia","ASEAN","Singapore",16324,-56.15,1.3
2016,"june","Asia","ASEAN","Thailand",4072,-58.8763822525597,14.4172354948805
2016,"june","Asia","ASEAN","Vietnam",3653,-53.5057352941176,16.3188235294118
2016,"june","Asia","East Asia","China",55610,-44.1156278026906,34.0535201793722
2016,"june","Asia","East Asia","Hongkong",10289,NA,NA
2016,"june","Asia","East Asia","Japan",37614,-23.1284684684684,35.605975975976
2016,"june","Asia","East Asia","Korea",109786,-32.3073484848485,36.3019696969697
2016,"june","Asia","East Asia","Macau",834,NA,NA
2016,"june","Asia","East Asia","Taiwan",22333,-39.2136734693877,24.0868367346939
2016,"june","Asia","Middle East","Bahrain",193,-109.447272727273,26.1736363636364
2016,"june","Asia","Middle East","Egypt",104,-128.630588235294,29.4472549019608
2016,"june","Asia","Middle East","Jordan",52,-124.15642384106,32.0415894039735
2016,"june","Asia","Middle East","Kuwait",479,-112.027714285714,29.2714285714286
2016,"june","Asia","Middle East","Qatar",271,-108.735555555556,25.3366666666667
2016,"june","Asia","Middle East","Saudi Arabia",1666,-115.712795698925,23.777311827957
2016,"june","Asia","Middle East","United Arab Emirates",1162,-104.391111111111,25.18
2016,"june","Asia","South Asia","Bangladesh",327,-69.7788111888112,23.7406293706294
2016,"june","Asia","South Asia","India",7471,-80.6390758047767,21.5019210799585
2016,"june","Asia","South Asia","Iran",405,-108.556127819549,33.8924812030075
2016,"june","Asia","South Asia","Nepal",333,-75.3217307692308,27.6073076923077
2016,"june","Asia","South Asia","Pakistan",354,-89.0981339712919,29.9402631578947
2016,"june","Asia","South Asia","Sri Lanka",571,-79.6352112676057,7.26901408450704
2016,"june","Australasia & The Pacific","Australasia & The Pacific","Australia",19886,-15.7823004694836,-30.319014084507
2016,"june","Australasia & The Pacific","Australasia & The Pacific","Guam",3792,-15.2292592592593,13.4496296296296
2016,"june","Australasia & The Pacific","Australasia & The Pacific","Nauru",2,6.90999999999997,-0.55
2016,"june","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1774,13.6360507246377,-40.5059420289855
2016,"june","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",755,-13.0243902439024,-6.12756097560976
2016,"june","Europe","Eastern Europe","Commonwealth Of Independent States",699,NA,NA
2016,"june","Europe","Eastern Europe","Poland",353,-141.010615034169,51.843735763098
2016,"june","Europe","Eastern Europe","Russian Federation",1005,-104.664588832487,53.6329137055838
2016,"june","Europe","Eastern Mediterranean Europe","Israel",629,-124.919067357513,32.3195336787565
2016,"june","Europe","Eastern Mediterranean Europe","Turkey",514,-125.645423514539,39.2837547408344
2016,"june","Europe","Northern Europe","Denmark",1040,-149.482451612903,55.8588709677419
2016,"june","Europe","Northern Europe","Finland",409,-135.20176744186,62.2486046511628
2016,"june","Europe","Northern Europe","Ireland",1643,-167.659333333333,53.1170909090909
2016,"june","Europe","Northern Europe","Norway",2642,-149.670952380952,62.0989355742297
2016,"june","Europe","Northern Europe","Sweden",1638,-144.479326923077,58.9549038461538
2016,"june","Europe","Northern Europe","United Kingdom",10598,-161.96267027027,52.9356972972973
2016,"june","Europe","Southern Europe","Greece",149,-136.79204,38.98216
2016,"june","Europe","Southern Europe","Italy",1461,-147.610994923858,42.7972182741117
2016,"june","Europe","Southern Europe","Portugal",180,-168.546278538813,39.9041552511416
2016,"june","Europe","Southern Europe","Spain",1763,-162.8159375,40.0899421296296
2016,"june","Europe","Western Europe","Andorra",24,-158.461428571429,42.5342857142857
2016,"june","Europe","Western Europe","Austria",623,-145.891361702128,47.6804680851064
2016,"june","Europe","Western Europe","Belgium",1071,-155.426974637681,50.7387862318841
2016,"june","Europe","Western Europe","France",2809,-157.2156,47.37819
2016,"june","Europe","Western Europe","Germany",4082,-150.696603206413,50.8155811623246
2016,"june","Europe","Western Europe","Luxembourg",48,-153.907505285412,49.7718181818182
2016,"june","Europe","Western Europe","Netherlands",1788,-154.601603773585,52.0650943396226
2016,"june","Europe","Western Europe","Switzerland",1294,-151.942360774818,47.0366101694915
2016,"june","Others & Unspecified","Others & Unspecified","Residences",4126,NA,NA
2016,"july","Africa","Africa","Nigeria",164,-152.464510556622,9.04612284069098
2016,"july","Africa","Africa","South Africa",362,-132.876814159292,-28.5941592920354
2016,"july","America","North America","Canada",12558,112.832333696838,48.1319847328244
2016,"july","America","North America","Mexico",279,100.133599574015,20.7982747603834
2016,"july","America","North America","USA",74899,104.870802407222,37.4450351053159
2016,"july","America","South America","Argentina",114,137.710731707317,-33.5251219512195
2016,"july","America","South America","Brazil",274,153.832635897436,-17.5192102564103
2016,"july","America","South America","Colombia",97,125.168682877406,5.70347517730496
2016,"july","America","South America","Peru",35,123.582095588235,-9.93136029411765
2016,"july","America","South America","Venezuela",32,131.974711538462,9.79432692307692
2016,"july","Asia","ASEAN","Brunei",682,-45.374,4.73
2016,"july","Asia","ASEAN","Cambodia",286,-55.1844,12.2416
2016,"july","Asia","ASEAN","Indonesia",3305,-49.7179831932773,-5.32147058823529
2016,"july","Asia","ASEAN","Laos",80,-55.9455555555555,18.0761111111111
2016,"july","Asia","ASEAN","Malaysia",12022,-56.2003067484662,3.87441717791411
2016,"july","Asia","ASEAN","Myanmar",595,-63.8993939393939,18.9172727272727
2016,"july","Asia","ASEAN","Singapore",14153,-56.15,1.3
2016,"july","Asia","ASEAN","Thailand",3985,-58.8763822525597,14.4172354948805
2016,"july","Asia","ASEAN","Vietnam",3040,-53.5057352941176,16.3188235294118
2016,"july","Asia","East Asia","China",81843,-44.1156278026906,34.0535201793722
2016,"july","Asia","East Asia","Hongkong",10672,NA,NA
2016,"july","Asia","East Asia","Japan",44434,-23.1284684684684,35.605975975976
2016,"july","Asia","East Asia","Korea",142793,-32.3073484848485,36.3019696969697
2016,"july","Asia","East Asia","Macau",838,NA,NA
2016,"july","Asia","East Asia","Taiwan",23894,-39.2136734693877,24.0868367346939
2016,"july","Asia","Middle East","Bahrain",528,-109.447272727273,26.1736363636364
2016,"july","Asia","Middle East","Egypt",253,-128.630588235294,29.4472549019608
2016,"july","Asia","Middle East","Jordan",62,-124.15642384106,32.0415894039735
2016,"july","Asia","Middle East","Kuwait",898,-112.027714285714,29.2714285714286
2016,"july","Asia","Middle East","Qatar",646,-108.735555555556,25.3366666666667
2016,"july","Asia","Middle East","Saudi Arabia",8880,-115.712795698925,23.777311827957
2016,"july","Asia","Middle East","United Arab Emirates",2180,-104.391111111111,25.18
2016,"july","Asia","South Asia","Bangladesh",423,-69.7788111888112,23.7406293706294
2016,"july","Asia","South Asia","India",9202,-80.6390758047767,21.5019210799585
2016,"july","Asia","South Asia","Iran",167,-108.556127819549,33.8924812030075
2016,"july","Asia","South Asia","Nepal",393,-75.3217307692308,27.6073076923077
2016,"july","Asia","South Asia","Pakistan",403,-89.0981339712919,29.9402631578947
2016,"july","Asia","South Asia","Sri Lanka",458,-79.6352112676057,7.26901408450704
2016,"july","Australasia & The Pacific","Australasia & The Pacific","Australia",17827,-15.7823004694836,-30.319014084507
2016,"july","Australasia & The Pacific","Australasia & The Pacific","Guam",4629,-15.2292592592593,13.4496296296296
2016,"july","Australasia & The Pacific","Australasia & The Pacific","Nauru",3,6.90999999999997,-0.55
2016,"july","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1840,13.6360507246377,-40.5059420289855
2016,"july","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",756,-13.0243902439024,-6.12756097560976
2016,"july","Europe","Eastern Europe","Commonwealth Of Independent States",745,NA,NA
2016,"july","Europe","Eastern Europe","Poland",365,-141.010615034169,51.843735763098
2016,"july","Europe","Eastern Europe","Russian Federation",1082,-104.664588832487,53.6329137055838
2016,"july","Europe","Eastern Mediterranean Europe","Israel",891,-124.919067357513,32.3195336787565
2016,"july","Europe","Eastern Mediterranean Europe","Turkey",721,-125.645423514539,39.2837547408344
2016,"july","Europe","Northern Europe","Denmark",1821,-149.482451612903,55.8588709677419
2016,"july","Europe","Northern Europe","Finland",295,-135.20176744186,62.2486046511628
2016,"july","Europe","Northern Europe","Ireland",1922,-167.659333333333,53.1170909090909
2016,"july","Europe","Northern Europe","Norway",2769,-149.670952380952,62.0989355742297
2016,"july","Europe","Northern Europe","Sweden",1442,-144.479326923077,58.9549038461538
2016,"july","Europe","Northern Europe","United Kingdom",16980,-161.96267027027,52.9356972972973
2016,"july","Europe","Southern Europe","Greece",176,-136.79204,38.98216
2016,"july","Europe","Southern Europe","Italy",2074,-147.610994923858,42.7972182741117
2016,"july","Europe","Southern Europe","Portugal",193,-168.546278538813,39.9041552511416
2016,"july","Europe","Southern Europe","Spain",3470,-162.8159375,40.0899421296296
2016,"july","Europe","Western Europe","Andorra",36,-158.461428571429,42.5342857142857
2016,"july","Europe","Western Europe","Austria",1277,-145.891361702128,47.6804680851064
2016,"july","Europe","Western Europe","Belgium",1956,-155.426974637681,50.7387862318841
2016,"july","Europe","Western Europe","France",4233,-157.2156,47.37819
2016,"july","Europe","Western Europe","Germany",6112,-150.696603206413,50.8155811623246
2016,"july","Europe","Western Europe","Luxembourg",63,-153.907505285412,49.7718181818182
2016,"july","Europe","Western Europe","Netherlands",3282,-154.601603773585,52.0650943396226
2016,"july","Europe","Western Europe","Switzerland",2581,-151.942360774818,47.0366101694915
2016,"july","Others & Unspecified","Others & Unspecified","Residences",4151,NA,NA
2016,"august","Africa","Africa","Nigeria",144,-152.464510556622,9.04612284069098
2016,"august","Africa","Africa","South Africa",426,-132.876814159292,-28.5941592920354
2016,"august","America","North America","Canada",10104,112.832333696838,48.1319847328244
2016,"august","America","North America","Mexico",218,100.133599574015,20.7982747603834
2016,"august","America","North America","USA",55080,104.870802407222,37.4450351053159
2016,"august","America","South America","Argentina",105,137.710731707317,-33.5251219512195
2016,"august","America","South America","Brazil",249,153.832635897436,-17.5192102564103
2016,"august","America","South America","Colombia",93,125.168682877406,5.70347517730496
2016,"august","America","South America","Peru",35,123.582095588235,-9.93136029411765
2016,"august","America","South America","Venezuela",20,131.974711538462,9.79432692307692
2016,"august","Asia","ASEAN","Brunei",554,-45.374,4.73
2016,"august","Asia","ASEAN","Cambodia",265,-55.1844,12.2416
2016,"august","Asia","ASEAN","Indonesia",2400,-49.7179831932773,-5.32147058823529
2016,"august","Asia","ASEAN","Laos",71,-55.9455555555555,18.0761111111111
2016,"august","Asia","ASEAN","Malaysia",10810,-56.2003067484662,3.87441717791411
2016,"august","Asia","ASEAN","Myanmar",584,-63.8993939393939,18.9172727272727
2016,"august","Asia","ASEAN","Singapore",14008,-56.15,1.3
2016,"august","Asia","ASEAN","Thailand",3788,-58.8763822525597,14.4172354948805
2016,"august","Asia","ASEAN","Vietnam",2743,-53.5057352941176,16.3188235294118
2016,"august","Asia","East Asia","China",61766,-44.1156278026906,34.0535201793722
2016,"august","Asia","East Asia","Hongkong",9142,NA,NA
2016,"august","Asia","East Asia","Japan",62054,-23.1284684684684,35.605975975976
2016,"august","Asia","East Asia","Korea",147588,-32.3073484848485,36.3019696969697
2016,"august","Asia","East Asia","Macau",764,NA,NA
2016,"august","Asia","East Asia","Taiwan",21498,-39.2136734693877,24.0868367346939
2016,"august","Asia","Middle East","Bahrain",366,-109.447272727273,26.1736363636364
2016,"august","Asia","Middle East","Egypt",176,-128.630588235294,29.4472549019608
2016,"august","Asia","Middle East","Jordan",46,-124.15642384106,32.0415894039735
2016,"august","Asia","Middle East","Kuwait",748,-112.027714285714,29.2714285714286
2016,"august","Asia","Middle East","Qatar",323,-108.735555555556,25.3366666666667
2016,"august","Asia","Middle East","Saudi Arabia",7904,-115.712795698925,23.777311827957
2016,"august","Asia","Middle East","United Arab Emirates",1467,-104.391111111111,25.18
2016,"august","Asia","South Asia","Bangladesh",336,-69.7788111888112,23.7406293706294
2016,"august","Asia","South Asia","India",6595,-80.6390758047767,21.5019210799585
2016,"august","Asia","South Asia","Iran",212,-108.556127819549,33.8924812030075
2016,"august","Asia","South Asia","Nepal",280,-75.3217307692308,27.6073076923077
2016,"august","Asia","South Asia","Pakistan",403,-89.0981339712919,29.9402631578947
2016,"august","Asia","South Asia","Sri Lanka",343,-79.6352112676057,7.26901408450704
2016,"august","Australasia & The Pacific","Australasia & The Pacific","Australia",19232,-15.7823004694836,-30.319014084507
2016,"august","Australasia & The Pacific","Australasia & The Pacific","Guam",4688,-15.2292592592593,13.4496296296296
2016,"august","Australasia & The Pacific","Australasia & The Pacific","Nauru",0,6.90999999999997,-0.55
2016,"august","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1975,13.6360507246377,-40.5059420289855
2016,"august","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",675,-13.0243902439024,-6.12756097560976
2016,"august","Europe","Eastern Europe","Commonwealth Of Independent States",741,NA,NA
2016,"august","Europe","Eastern Europe","Poland",365,-141.010615034169,51.843735763098
2016,"august","Europe","Eastern Europe","Russian Federation",1069,-104.664588832487,53.6329137055838
2016,"august","Europe","Eastern Mediterranean Europe","Israel",934,-124.919067357513,32.3195336787565
2016,"august","Europe","Eastern Mediterranean Europe","Turkey",483,-125.645423514539,39.2837547408344
2016,"august","Europe","Northern Europe","Denmark",811,-149.482451612903,55.8588709677419
2016,"august","Europe","Northern Europe","Finland",239,-135.20176744186,62.2486046511628
2016,"august","Europe","Northern Europe","Ireland",1105,-167.659333333333,53.1170909090909
2016,"august","Europe","Northern Europe","Norway",959,-149.670952380952,62.0989355742297
2016,"august","Europe","Northern Europe","Sweden",828,-144.479326923077,58.9549038461538
2016,"august","Europe","Northern Europe","United Kingdom",13682,-161.96267027027,52.9356972972973
2016,"august","Europe","Southern Europe","Greece",123,-136.79204,38.98216
2016,"august","Europe","Southern Europe","Italy",2428,-147.610994923858,42.7972182741117
2016,"august","Europe","Southern Europe","Portugal",194,-168.546278538813,39.9041552511416
2016,"august","Europe","Southern Europe","Spain",3951,-162.8159375,40.0899421296296
2016,"august","Europe","Western Europe","Andorra",48,-158.461428571429,42.5342857142857
2016,"august","Europe","Western Europe","Austria",914,-145.891361702128,47.6804680851064
2016,"august","Europe","Western Europe","Belgium",782,-155.426974637681,50.7387862318841
2016,"august","Europe","Western Europe","France",3325,-157.2156,47.37819
2016,"august","Europe","Western Europe","Germany",5814,-150.696603206413,50.8155811623246
2016,"august","Europe","Western Europe","Luxembourg",92,-153.907505285412,49.7718181818182
2016,"august","Europe","Western Europe","Netherlands",2080,-154.601603773585,52.0650943396226
2016,"august","Europe","Western Europe","Switzerland",1372,-151.942360774818,47.0366101694915
2016,"august","Others & Unspecified","Others & Unspecified","Residences",4269,NA,NA
2016,"september","Africa","Africa","Nigeria",141,-152.464510556622,9.04612284069098
2016,"september","Africa","Africa","South Africa",359,-132.876814159292,-28.5941592920354
2016,"september","America","North America","Canada",9548,112.832333696838,48.1319847328244
2016,"september","America","North America","Mexico",235,100.133599574015,20.7982747603834
2016,"september","America","North America","USA",51866,104.870802407222,37.4450351053159
2016,"september","America","South America","Argentina",100,137.710731707317,-33.5251219512195
2016,"september","America","South America","Brazil",317,153.832635897436,-17.5192102564103
2016,"september","America","South America","Colombia",153,125.168682877406,5.70347517730496
2016,"september","America","South America","Peru",39,123.582095588235,-9.93136029411765
2016,"september","America","South America","Venezuela",22,131.974711538462,9.79432692307692
2016,"september","Asia","ASEAN","Brunei",770,-45.374,4.73
2016,"september","Asia","ASEAN","Cambodia",281,-55.1844,12.2416
2016,"september","Asia","ASEAN","Indonesia",2584,-49.7179831932773,-5.32147058823529
2016,"september","Asia","ASEAN","Laos",82,-55.9455555555555,18.0761111111111
2016,"september","Asia","ASEAN","Malaysia",10533,-56.2003067484662,3.87441717791411
2016,"september","Asia","ASEAN","Myanmar",589,-63.8993939393939,18.9172727272727
2016,"september","Asia","ASEAN","Singapore",13190,-56.15,1.3
2016,"september","Asia","ASEAN","Thailand",3831,-58.8763822525597,14.4172354948805
2016,"september","Asia","ASEAN","Vietnam",2486,-53.5057352941176,16.3188235294118
2016,"september","Asia","East Asia","China",53015,-44.1156278026906,34.0535201793722
2016,"september","Asia","East Asia","Hongkong",8504,NA,NA
2016,"september","Asia","East Asia","Japan",43525,-23.1284684684684,35.605975975976
2016,"september","Asia","East Asia","Korea",115147,-32.3073484848485,36.3019696969697
2016,"september","Asia","East Asia","Macau",717,NA,NA
2016,"september","Asia","East Asia","Taiwan",20773,-39.2136734693877,24.0868367346939
2016,"september","Asia","Middle East","Bahrain",265,-109.447272727273,26.1736363636364
2016,"september","Asia","Middle East","Egypt",136,-128.630588235294,29.4472549019608
2016,"september","Asia","Middle East","Jordan",48,-124.15642384106,32.0415894039735
2016,"september","Asia","Middle East","Kuwait",596,-112.027714285714,29.2714285714286
2016,"september","Asia","Middle East","Qatar",481,-108.735555555556,25.3366666666667
2016,"september","Asia","Middle East","Saudi Arabia",5226,-115.712795698925,23.777311827957
2016,"september","Asia","Middle East","United Arab Emirates",1629,-104.391111111111,25.18
2016,"september","Asia","South Asia","Bangladesh",399,-69.7788111888112,23.7406293706294
2016,"september","Asia","South Asia","India",6673,-80.6390758047767,21.5019210799585
2016,"september","Asia","South Asia","Iran",161,-108.556127819549,33.8924812030075
2016,"september","Asia","South Asia","Nepal",248,-75.3217307692308,27.6073076923077
2016,"september","Asia","South Asia","Pakistan",310,-89.0981339712919,29.9402631578947
2016,"september","Asia","South Asia","Sri Lanka",539,-79.6352112676057,7.26901408450704
2016,"september","Australasia & The Pacific","Australasia & The Pacific","Australia",15575,-15.7823004694836,-30.319014084507
2016,"september","Australasia & The Pacific","Australasia & The Pacific","Guam",3108,-15.2292592592593,13.4496296296296
2016,"september","Australasia & The Pacific","Australasia & The Pacific","Nauru",4,6.90999999999997,-0.55
2016,"september","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1535,13.6360507246377,-40.5059420289855
2016,"september","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",567,-13.0243902439024,-6.12756097560976
2016,"september","Europe","Eastern Europe","Commonwealth Of Independent States",626,NA,NA
2016,"september","Europe","Eastern Europe","Poland",394,-141.010615034169,51.843735763098
2016,"september","Europe","Eastern Europe","Russian Federation",1253,-104.664588832487,53.6329137055838
2016,"september","Europe","Eastern Mediterranean Europe","Israel",1611,-124.919067357513,32.3195336787565
2016,"september","Europe","Eastern Mediterranean Europe","Turkey",615,-125.645423514539,39.2837547408344
2016,"september","Europe","Northern Europe","Denmark",819,-149.482451612903,55.8588709677419
2016,"september","Europe","Northern Europe","Finland",304,-135.20176744186,62.2486046511628
2016,"september","Europe","Northern Europe","Ireland",835,-167.659333333333,53.1170909090909
2016,"september","Europe","Northern Europe","Norway",992,-149.670952380952,62.0989355742297
2016,"september","Europe","Northern Europe","Sweden",909,-144.479326923077,58.9549038461538
2016,"september","Europe","Northern Europe","United Kingdom",9261,-161.96267027027,52.9356972972973
2016,"september","Europe","Southern Europe","Greece",136,-136.79204,38.98216
2016,"september","Europe","Southern Europe","Italy",1324,-147.610994923858,42.7972182741117
2016,"september","Europe","Southern Europe","Portugal",152,-168.546278538813,39.9041552511416
2016,"september","Europe","Southern Europe","Spain",1798,-162.8159375,40.0899421296296
2016,"september","Europe","Western Europe","Andorra",39,-158.461428571429,42.5342857142857
2016,"september","Europe","Western Europe","Austria",608,-145.891361702128,47.6804680851064
2016,"september","Europe","Western Europe","Belgium",856,-155.426974637681,50.7387862318841
2016,"september","Europe","Western Europe","France",2360,-157.2156,47.37819
2016,"september","Europe","Western Europe","Germany",4779,-150.696603206413,50.8155811623246
2016,"september","Europe","Western Europe","Luxembourg",45,-153.907505285412,49.7718181818182
2016,"september","Europe","Western Europe","Netherlands",1555,-154.601603773585,52.0650943396226
2016,"september","Europe","Western Europe","Switzerland",1384,-151.942360774818,47.0366101694915
2016,"september","Others & Unspecified","Others & Unspecified","Residences",3424,NA,NA
2016,"october","Africa","Africa","Nigeria",108,-152.464510556622,9.04612284069098
2016,"october","Africa","Africa","South Africa",345,-132.876814159292,-28.5941592920354
2016,"october","America","North America","Canada",13113,112.832333696838,48.1319847328244
2016,"october","America","North America","Mexico",233,100.133599574015,20.7982747603834
2016,"october","America","North America","USA",67994,104.870802407222,37.4450351053159
2016,"october","America","South America","Argentina",141,137.710731707317,-33.5251219512195
2016,"october","America","South America","Brazil",415,153.832635897436,-17.5192102564103
2016,"october","America","South America","Colombia",170,125.168682877406,5.70347517730496
2016,"october","America","South America","Peru",60,123.582095588235,-9.93136029411765
2016,"october","America","South America","Venezuela",15,131.974711538462,9.79432692307692
2016,"october","Asia","ASEAN","Brunei",523,-45.374,4.73
2016,"october","Asia","ASEAN","Cambodia",228,-55.1844,12.2416
2016,"october","Asia","ASEAN","Indonesia",3057,-49.7179831932773,-5.32147058823529
2016,"october","Asia","ASEAN","Laos",87,-55.9455555555555,18.0761111111111
2016,"october","Asia","ASEAN","Malaysia",10571,-56.2003067484662,3.87441717791411
2016,"october","Asia","ASEAN","Myanmar",600,-63.8993939393939,18.9172727272727
2016,"october","Asia","ASEAN","Singapore",12914,-56.15,1.3
2016,"october","Asia","ASEAN","Thailand",3819,-58.8763822525597,14.4172354948805
2016,"october","Asia","ASEAN","Vietnam",2528,-53.5057352941176,16.3188235294118
2016,"october","Asia","East Asia","China",44542,-44.1156278026906,34.0535201793722
2016,"october","Asia","East Asia","Hongkong",8977,NA,NA
2016,"october","Asia","East Asia","Japan",38086,-23.1284684684684,35.605975975976
2016,"october","Asia","East Asia","Korea",112508,-32.3073484848485,36.3019696969697
2016,"october","Asia","East Asia","Macau",829,NA,NA
2016,"october","Asia","East Asia","Taiwan",18327,-39.2136734693877,24.0868367346939
2016,"october","Asia","Middle East","Bahrain",308,-109.447272727273,26.1736363636364
2016,"october","Asia","Middle East","Egypt",157,-128.630588235294,29.4472549019608
2016,"october","Asia","Middle East","Jordan",60,-124.15642384106,32.0415894039735
2016,"october","Asia","Middle East","Kuwait",448,-112.027714285714,29.2714285714286
2016,"october","Asia","Middle East","Qatar",335,-108.735555555556,25.3366666666667
2016,"october","Asia","Middle East","Saudi Arabia",3887,-115.712795698925,23.777311827957
2016,"october","Asia","Middle East","United Arab Emirates",1048,-104.391111111111,25.18
2016,"october","Asia","South Asia","Bangladesh",397,-69.7788111888112,23.7406293706294
2016,"october","Asia","South Asia","India",7089,-80.6390758047767,21.5019210799585
2016,"october","Asia","South Asia","Iran",175,-108.556127819549,33.8924812030075
2016,"october","Asia","South Asia","Nepal",222,-75.3217307692308,27.6073076923077
2016,"october","Asia","South Asia","Pakistan",377,-89.0981339712919,29.9402631578947
2016,"october","Asia","South Asia","Sri Lanka",499,-79.6352112676057,7.26901408450704
2016,"october","Australasia & The Pacific","Australasia & The Pacific","Australia",17584,-15.7823004694836,-30.319014084507
2016,"october","Australasia & The Pacific","Australasia & The Pacific","Guam",2670,-15.2292592592593,13.4496296296296
2016,"october","Australasia & The Pacific","Australasia & The Pacific","Nauru",0,6.90999999999997,-0.55
2016,"october","Australasia & The Pacific","Australasia & The Pacific","New Zealand",1621,13.6360507246377,-40.5059420289855
2016,"october","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",822,-13.0243902439024,-6.12756097560976
2016,"october","Europe","Eastern Europe","Commonwealth Of Independent States",651,NA,NA
2016,"october","Europe","Eastern Europe","Poland",607,-141.010615034169,51.843735763098
2016,"october","Europe","Eastern Europe","Russian Federation",2814,-104.664588832487,53.6329137055838
2016,"october","Europe","Eastern Mediterranean Europe","Israel",2072,-124.919067357513,32.3195336787565
2016,"october","Europe","Eastern Mediterranean Europe","Turkey",584,-125.645423514539,39.2837547408344
2016,"october","Europe","Northern Europe","Denmark",1108,-149.482451612903,55.8588709677419
