"country","date","region","subregion","passenger_count","ctry_cntr_long","ctry_cntr_lat"
"Thailand",2015-06-01,"Asia","ASEAN",3541,-58.8763822525597,14.4172354948805
"Thailand",2015-07-01,"Asia","ASEAN",3422,-58.8763822525597,14.4172354948805
"Thailand",2015-08-01,"Asia","ASEAN",3351,-58.8763822525597,14.4172354948805
"Thailand",2015-09-01,"Asia","ASEAN",3569,-58.8763822525597,14.4172354948805
"Thailand",2015-10-01,"Asia","ASEAN",3418,-58.8763822525597,14.4172354948805
"Thailand",2015-11-01,"Asia","ASEAN",3961,-58.8763822525597,14.4172354948805
"Thailand",2015-12-01,"Asia","ASEAN",3637,-58.8763822525597,14.4172354948805
"Thailand",2016-01-01,"Asia","ASEAN",4035,-58.8763822525597,14.4172354948805
"Thailand",2016-02-01,"Asia","ASEAN",3744,-58.8763822525597,14.4172354948805
"Thailand",2016-03-01,"Asia","ASEAN",4071,-58.8763822525597,14.4172354948805
"Thailand",2016-04-01,"Asia","ASEAN",4805,-58.8763822525597,14.4172354948805
"Thailand",2016-05-01,"Asia","ASEAN",4048,-58.8763822525597,14.4172354948805
"Thailand",2016-06-01,"Asia","ASEAN",4072,-58.8763822525597,14.4172354948805
"Thailand",2016-07-01,"Asia","ASEAN",3985,-58.8763822525597,14.4172354948805
"Thailand",2016-08-01,"Asia","ASEAN",3788,-58.8763822525597,14.4172354948805
"Thailand",2016-09-01,"Asia","ASEAN",3831,-58.8763822525597,14.4172354948805
"Thailand",2016-10-01,"Asia","ASEAN",3819,-58.8763822525597,14.4172354948805
"Thailand",2016-11-01,"Asia","ASEAN",4174,-58.8763822525597,14.4172354948805
"Thailand",2016-12-01,"Asia","ASEAN",3541,-58.8763822525597,14.4172354948805
"Thailand",2017-01-01,"Asia","ASEAN",3644,-58.8763822525597,14.4172354948805
"Thailand",2017-02-01,"Asia","ASEAN",3638,-58.8763822525597,14.4172354948805
"Thailand",2017-03-01,"Asia","ASEAN",4173,-58.8763822525597,14.4172354948805
"Thailand",2017-04-01,"Asia","ASEAN",4926,-58.8763822525597,14.4172354948805
"Thailand",2017-05-01,"Asia","ASEAN",4334,-58.8763822525597,14.4172354948805
"Thailand",2017-06-01,"Asia","ASEAN",0,-58.8763822525597,14.4172354948805
"Thailand",2017-07-01,"Asia","ASEAN",3279,-58.8763822525597,14.4172354948805
"Thailand",2017-08-01,"Asia","ASEAN",3671,-58.8763822525597,14.4172354948805
"Thailand",2017-09-01,"Asia","ASEAN",4008,-58.8763822525597,14.4172354948805
"Thailand",2017-10-01,"Asia","ASEAN",4145,-58.8763822525597,14.4172354948805
"Thailand",2018-01-01,"Asia","ASEAN",4359,-58.8763822525597,14.4172354948805
"Thailand",2018-02-01,"Asia","ASEAN",4732,-58.8763822525597,14.4172354948805
"Thailand",2018-04-01,"Asia","ASEAN",0,-58.8763822525597,14.4172354948805
"Thailand",2018-05-01,"Asia","ASEAN",7126,-58.8763822525597,14.4172354948805
"Thailand",2018-06-01,"Asia","ASEAN",6339,-58.8763822525597,14.4172354948805
"Thailand",2018-07-01,"Asia","ASEAN",4612,-58.8763822525597,14.4172354948805
"Thailand",2018-08-01,"Asia","ASEAN",4975,-58.8763822525597,14.4172354948805
"Thailand",2018-09-01,"Asia","ASEAN",4199,-58.8763822525597,14.4172354948805
"Thailand",2018-10-01,"Asia","ASEAN",4304,-58.8763822525597,14.4172354948805
"Thailand",2018-11-01,"Asia","ASEAN",4816,-58.8763822525597,14.4172354948805
"Thailand",2018-12-01,"Asia","ASEAN",5032,-58.8763822525597,14.4172354948805
"Vietnam",2014-01-01,"Asia","ASEAN",2321,-53.5057352941176,16.3188235294118
"Vietnam",2014-02-01,"Asia","ASEAN",2847,-53.5057352941176,16.3188235294118
"Vietnam",2014-04-01,"Asia","ASEAN",2249,-53.5057352941176,16.3188235294118
"Vietnam",2014-05-01,"Asia","ASEAN",2266,-53.5057352941176,16.3188235294118
"Vietnam",2014-06-01,"Asia","ASEAN",2833,-53.5057352941176,16.3188235294118
"Vietnam",2014-07-01,"Asia","ASEAN",2645,-53.5057352941176,16.3188235294118
"Vietnam",2014-08-01,"Asia","ASEAN",2470,-53.5057352941176,16.3188235294118
"Vietnam",2014-09-01,"Asia","ASEAN",2038,-53.5057352941176,16.3188235294118
"Vietnam",2014-10-01,"Asia","ASEAN",2227,-53.5057352941176,16.3188235294118
"Vietnam",2014-11-01,"Asia","ASEAN",3005,-53.5057352941176,16.3188235294118
"Vietnam",2014-12-01,"Asia","ASEAN",2094,-53.5057352941176,16.3188235294118
"Vietnam",2015-02-01,"Asia","ASEAN",2811,-53.5057352941176,16.3188235294118
"Vietnam",2015-03-01,"Asia","ASEAN",2858,-53.5057352941176,16.3188235294118
"Vietnam",2015-05-01,"Asia","ASEAN",2761,-53.5057352941176,16.3188235294118
"Vietnam",2015-06-01,"Asia","ASEAN",2884,-53.5057352941176,16.3188235294118
"Vietnam",2015-07-01,"Asia","ASEAN",2607,-53.5057352941176,16.3188235294118
"Vietnam",2015-08-01,"Asia","ASEAN",2810,-53.5057352941176,16.3188235294118
"Vietnam",2015-09-01,"Asia","ASEAN",2189,-53.5057352941176,16.3188235294118
"Vietnam",2015-10-01,"Asia","ASEAN",2283,-53.5057352941176,16.3188235294118
"Vietnam",2015-11-01,"Asia","ASEAN",2618,-53.5057352941176,16.3188235294118
"Vietnam",2015-12-01,"Asia","ASEAN",2508,-53.5057352941176,16.3188235294118
"Vietnam",2016-01-01,"Asia","ASEAN",2564,-53.5057352941176,16.3188235294118
"Vietnam",2016-02-01,"Asia","ASEAN",3053,-53.5057352941176,16.3188235294118
"Vietnam",2016-03-01,"Asia","ASEAN",2588,-53.5057352941176,16.3188235294118
"Vietnam",2016-04-01,"Asia","ASEAN",2921,-53.5057352941176,16.3188235294118
"Vietnam",2016-05-01,"Asia","ASEAN",3102,-53.5057352941176,16.3188235294118
"Vietnam",2016-06-01,"Asia","ASEAN",3653,-53.5057352941176,16.3188235294118
"Vietnam",2016-07-01,"Asia","ASEAN",3040,-53.5057352941176,16.3188235294118
"Vietnam",2016-08-01,"Asia","ASEAN",2743,-53.5057352941176,16.3188235294118
"Vietnam",2016-09-01,"Asia","ASEAN",2486,-53.5057352941176,16.3188235294118
"Vietnam",2016-10-01,"Asia","ASEAN",2528,-53.5057352941176,16.3188235294118
"Vietnam",2016-11-01,"Asia","ASEAN",2877,-53.5057352941176,16.3188235294118
"Vietnam",2016-12-01,"Asia","ASEAN",2340,-53.5057352941176,16.3188235294118
"Vietnam",2017-01-01,"Asia","ASEAN",3767,-53.5057352941176,16.3188235294118
"Vietnam",2017-02-01,"Asia","ASEAN",3536,-53.5057352941176,16.3188235294118
"Vietnam",2017-03-01,"Asia","ASEAN",3014,-53.5057352941176,16.3188235294118
"Vietnam",2017-04-01,"Asia","ASEAN",4023,-53.5057352941176,16.3188235294118
"Vietnam",2017-05-01,"Asia","ASEAN",3966,-53.5057352941176,16.3188235294118
"Vietnam",2017-06-01,"Asia","ASEAN",0,-53.5057352941176,16.3188235294118
"Vietnam",2017-07-01,"Asia","ASEAN",3597,-53.5057352941176,16.3188235294118
"Vietnam",2017-08-01,"Asia","ASEAN",3003,-53.5057352941176,16.3188235294118
"Vietnam",2017-09-01,"Asia","ASEAN",2776,-53.5057352941176,16.3188235294118
"Vietnam",2017-10-01,"Asia","ASEAN",2798,-53.5057352941176,16.3188235294118
"Vietnam",2018-01-01,"Asia","ASEAN",3147,-53.5057352941176,16.3188235294118
"Vietnam",2018-02-01,"Asia","ASEAN",4357,-53.5057352941176,16.3188235294118
"Vietnam",2018-04-01,"Asia","ASEAN",0,-53.5057352941176,16.3188235294118
"Vietnam",2018-05-01,"Asia","ASEAN",4927,-53.5057352941176,16.3188235294118
"Vietnam",2018-06-01,"Asia","ASEAN",5173,-53.5057352941176,16.3188235294118
"Vietnam",2018-07-01,"Asia","ASEAN",5473,-53.5057352941176,16.3188235294118
"Vietnam",2018-08-01,"Asia","ASEAN",4642,-53.5057352941176,16.3188235294118
"Vietnam",2018-09-01,"Asia","ASEAN",3871,-53.5057352941176,16.3188235294118
"Vietnam",2018-10-01,"Asia","ASEAN",4145,-53.5057352941176,16.3188235294118
"Vietnam",2018-11-01,"Asia","ASEAN",4113,-53.5057352941176,16.3188235294118
"Vietnam",2018-12-01,"Asia","ASEAN",4405,-53.5057352941176,16.3188235294118
"Guam",2014-01-01,"Australasia & The Pacific","Australasia & The Pacific",0,-15.2292592592593,13.4496296296296
"Guam",2014-02-01,"Australasia & The Pacific","Australasia & The Pacific",3159,-15.2292592592593,13.4496296296296
"Guam",2014-04-01,"Australasia & The Pacific","Australasia & The Pacific",3312,-15.2292592592593,13.4496296296296
"Guam",2014-05-01,"Australasia & The Pacific","Australasia & The Pacific",2850,-15.2292592592593,13.4496296296296
"Guam",2014-06-01,"Australasia & The Pacific","Australasia & The Pacific",2854,-15.2292592592593,13.4496296296296
"Guam",2014-07-01,"Australasia & The Pacific","Australasia & The Pacific",4563,-15.2292592592593,13.4496296296296
"Guam",2014-08-01,"Australasia & The Pacific","Australasia & The Pacific",3855,-15.2292592592593,13.4496296296296
"Guam",2014-09-01,"Australasia & The Pacific","Australasia & The Pacific",2664,-15.2292592592593,13.4496296296296
"Guam",2014-10-01,"Australasia & The Pacific","Australasia & The Pacific",2333,-15.2292592592593,13.4496296296296
"Guam",2014-11-01,"Australasia & The Pacific","Australasia & The Pacific",2688,-15.2292592592593,13.4496296296296
"Guam",2014-12-01,"Australasia & The Pacific","Australasia & The Pacific",3372,-15.2292592592593,13.4496296296296
"Guam",2015-02-01,"Australasia & The Pacific","Australasia & The Pacific",2490,-15.2292592592593,13.4496296296296
"Guam",2015-03-01,"Australasia & The Pacific","Australasia & The Pacific",2227,-15.2292592592593,13.4496296296296
"Guam",2015-05-01,"Australasia & The Pacific","Australasia & The Pacific",2310,-15.2292592592593,13.4496296296296
"Guam",2015-06-01,"Australasia & The Pacific","Australasia & The Pacific",2882,-15.2292592592593,13.4496296296296
"Guam",2015-07-01,"Australasia & The Pacific","Australasia & The Pacific",4219,-15.2292592592593,13.4496296296296
"Guam",2015-08-01,"Australasia & The Pacific","Australasia & The Pacific",4135,-15.2292592592593,13.4496296296296
"Guam",2015-09-01,"Australasia & The Pacific","Australasia & The Pacific",2422,-15.2292592592593,13.4496296296296
"Guam",2015-10-01,"Australasia & The Pacific","Australasia & The Pacific",2466,-15.2292592592593,13.4496296296296
"Guam",2015-11-01,"Australasia & The Pacific","Australasia & The Pacific",2711,-15.2292592592593,13.4496296296296
"Guam",2015-12-01,"Australasia & The Pacific","Australasia & The Pacific",2711,-15.2292592592593,13.4496296296296
"Guam",2016-01-01,"Australasia & The Pacific","Australasia & The Pacific",0,-15.2292592592593,13.4496296296296
"Guam",2016-02-01,"Australasia & The Pacific","Australasia & The Pacific",2485,-15.2292592592593,13.4496296296296
"Guam",2016-03-01,"Australasia & The Pacific","Australasia & The Pacific",2430,-15.2292592592593,13.4496296296296
"Guam",2016-04-01,"Australasia & The Pacific","Australasia & The Pacific",3089,-15.2292592592593,13.4496296296296
"Guam",2016-05-01,"Australasia & The Pacific","Australasia & The Pacific",3095,-15.2292592592593,13.4496296296296
"Guam",2016-06-01,"Australasia & The Pacific","Australasia & The Pacific",3792,-15.2292592592593,13.4496296296296
"Guam",2016-07-01,"Australasia & The Pacific","Australasia & The Pacific",4629,-15.2292592592593,13.4496296296296
"Guam",2016-08-01,"Australasia & The Pacific","Australasia & The Pacific",4688,-15.2292592592593,13.4496296296296
"Guam",2016-09-01,"Australasia & The Pacific","Australasia & The Pacific",3108,-15.2292592592593,13.4496296296296
"Guam",2016-10-01,"Australasia & The Pacific","Australasia & The Pacific",2670,-15.2292592592593,13.4496296296296
"Guam",2016-11-01,"Australasia & The Pacific","Australasia & The Pacific",2675,-15.2292592592593,13.4496296296296
"Guam",2016-12-01,"Australasia & The Pacific","Australasia & The Pacific",2880,-15.2292592592593,13.4496296296296
"Guam",2017-01-01,"Australasia & The Pacific","Australasia & The Pacific",0,-15.2292592592593,13.4496296296296
"Guam",2017-02-01,"Australasia & The Pacific","Australasia & The Pacific",2608,-15.2292592592593,13.4496296296296
"Guam",2017-03-01,"Australasia & The Pacific","Australasia & The Pacific",2536,-15.2292592592593,13.4496296296296
"Guam",2017-04-01,"Australasia & The Pacific","Australasia & The Pacific",2390,-15.2292592592593,13.4496296296296
"Guam",2017-05-01,"Australasia & The Pacific","Australasia & The Pacific",2872,-15.2292592592593,13.4496296296296
"Guam",2017-06-01,"Australasia & The Pacific","Australasia & The Pacific",2865,-15.2292592592593,13.4496296296296
"Guam",2017-07-01,"Australasia & The Pacific","Australasia & The Pacific",4096,-15.2292592592593,13.4496296296296
"Guam",2017-08-01,"Australasia & The Pacific","Australasia & The Pacific",4222,-15.2292592592593,13.4496296296296
"Guam",2017-09-01,"Australasia & The Pacific","Australasia & The Pacific",2670,-15.2292592592593,13.4496296296296
"Guam",2017-10-01,"Australasia & The Pacific","Australasia & The Pacific",2850,-15.2292592592593,13.4496296296296
"Guam",2018-01-01,"Australasia & The Pacific","Australasia & The Pacific",0,-15.2292592592593,13.4496296296296
"Guam",2018-02-01,"Australasia & The Pacific","Australasia & The Pacific",2901,-15.2292592592593,13.4496296296296
"Guam",2018-04-01,"Australasia & The Pacific","Australasia & The Pacific",3190,-15.2292592592593,13.4496296296296
"Guam",2018-05-01,"Australasia & The Pacific","Australasia & The Pacific",2691,-15.2292592592593,13.4496296296296
"Guam",2018-06-01,"Australasia & The Pacific","Australasia & The Pacific",3286,-15.2292592592593,13.4496296296296
"Guam",2018-07-01,"Australasia & The Pacific","Australasia & The Pacific",4040,-15.2292592592593,13.4496296296296
"Guam",2018-08-01,"Australasia & The Pacific","Australasia & The Pacific",3528,-15.2292592592593,13.4496296296296
"Guam",2018-09-01,"Australasia & The Pacific","Australasia & The Pacific",1775,-15.2292592592593,13.4496296296296
"Guam",2018-10-01,"Australasia & The Pacific","Australasia & The Pacific",1728,-15.2292592592593,13.4496296296296
"Guam",2018-11-01,"Australasia & The Pacific","Australasia & The Pacific",2088,-15.2292592592593,13.4496296296296
"Guam",2018-12-01,"Australasia & The Pacific","Australasia & The Pacific",2164,-15.2292592592593,13.4496296296296
"Netherlands",2014-01-01,"Europe","Western Europe",2161,-154.601603773585,52.0650943396226
"Netherlands",2014-02-01,"Europe","Western Europe",2000,-154.601603773585,52.0650943396226
"Netherlands",2014-04-01,"Europe","Western Europe",2114,-154.601603773585,52.0650943396226
"Netherlands",2014-05-01,"Europe","Western Europe",1940,-154.601603773585,52.0650943396226
"Netherlands",2014-06-01,"Europe","Western Europe",1617,-154.601603773585,52.0650943396226
"Netherlands",2014-07-01,"Europe","Western Europe",2695,-154.601603773585,52.0650943396226
"Netherlands",2014-08-01,"Europe","Western Europe",1540,-154.601603773585,52.0650943396226
"Netherlands",2014-09-01,"Europe","Western Europe",1641,-154.601603773585,52.0650943396226
"Netherlands",2014-10-01,"Europe","Western Europe",1847,-154.601603773585,52.0650943396226
"Netherlands",2014-11-01,"Europe","Western Europe",2276,-154.601603773585,52.0650943396226
"Netherlands",2014-12-01,"Europe","Western Europe",3308,-154.601603773585,52.0650943396226
"Netherlands",2015-02-01,"Europe","Western Europe",2356,-154.601603773585,52.0650943396226
"Netherlands",2015-03-01,"Europe","Western Europe",2365,-154.601603773585,52.0650943396226
"Netherlands",2015-05-01,"Europe","Western Europe",2501,-154.601603773585,52.0650943396226
"Netherlands",2015-06-01,"Europe","Western Europe",2308,-154.601603773585,52.0650943396226
"Netherlands",2015-07-01,"Europe","Western Europe",1769,-154.601603773585,52.0650943396226
"Netherlands",2015-08-01,"Europe","Western Europe",2812,-154.601603773585,52.0650943396226
"Netherlands",2015-09-01,"Europe","Western Europe",1803,-154.601603773585,52.0650943396226
"Netherlands",2015-10-01,"Europe","Western Europe",1663,-154.601603773585,52.0650943396226
"Netherlands",2015-11-01,"Europe","Western Europe",2085,-154.601603773585,52.0650943396226
"Netherlands",2015-12-01,"Europe","Western Europe",2590,-154.601603773585,52.0650943396226
"Netherlands",2016-01-01,"Europe","Western Europe",3240,-154.601603773585,52.0650943396226
"Netherlands",2016-02-01,"Europe","Western Europe",2809,-154.601603773585,52.0650943396226
"Netherlands",2016-03-01,"Europe","Western Europe",2872,-154.601603773585,52.0650943396226
"Netherlands",2016-04-01,"Europe","Western Europe",2848,-154.601603773585,52.0650943396226
"Netherlands",2016-05-01,"Europe","Western Europe",2319,-154.601603773585,52.0650943396226
"Netherlands",2016-06-01,"Europe","Western Europe",1788,-154.601603773585,52.0650943396226
"Netherlands",2016-07-01,"Europe","Western Europe",3282,-154.601603773585,52.0650943396226
"Netherlands",2016-08-01,"Europe","Western Europe",2080,-154.601603773585,52.0650943396226
"Netherlands",2016-09-01,"Europe","Western Europe",1555,-154.601603773585,52.0650943396226
"Netherlands",2016-10-01,"Europe","Western Europe",2409,-154.601603773585,52.0650943396226
"Netherlands",2016-11-01,"Europe","Western Europe",2882,-154.601603773585,52.0650943396226
"Netherlands",2016-12-01,"Europe","Western Europe",3792,-154.601603773585,52.0650943396226
"Netherlands",2017-01-01,"Europe","Western Europe",3852,-154.601603773585,52.0650943396226
"Netherlands",2017-02-01,"Europe","Western Europe",3038,-154.601603773585,52.0650943396226
"Netherlands",2017-03-01,"Europe","Western Europe",2854,-154.601603773585,52.0650943396226
"Netherlands",2017-04-01,"Europe","Western Europe",3337,-154.601603773585,52.0650943396226
"Netherlands",2017-05-01,"Europe","Western Europe",2738,-154.601603773585,52.0650943396226
"Netherlands",2017-06-01,"Europe","Western Europe",0,-154.601603773585,52.0650943396226
"Netherlands",2017-07-01,"Europe","Western Europe",2020,-154.601603773585,52.0650943396226
"Netherlands",2017-08-01,"Europe","Western Europe",3224,-154.601603773585,52.0650943396226
"Netherlands",2017-09-01,"Europe","Western Europe",2135,-154.601603773585,52.0650943396226
"Netherlands",2017-10-01,"Europe","Western Europe",1897,-154.601603773585,52.0650943396226
"Netherlands",2018-01-01,"Europe","Western Europe",3434,-154.601603773585,52.0650943396226
"Netherlands",2018-02-01,"Europe","Western Europe",2860,-154.601603773585,52.0650943396226
"Netherlands",2018-04-01,"Europe","Western Europe",0,-154.601603773585,52.0650943396226
"Netherlands",2018-05-01,"Europe","Western Europe",3405,-154.601603773585,52.0650943396226
"Netherlands",2018-06-01,"Europe","Western Europe",2945,-154.601603773585,52.0650943396226
"Netherlands",2018-07-01,"Europe","Western Europe",2195,-154.601603773585,52.0650943396226
"Netherlands",2018-08-01,"Europe","Western Europe",3922,-154.601603773585,52.0650943396226
"Netherlands",2018-09-01,"Europe","Western Europe",2426,-154.601603773585,52.0650943396226
"Netherlands",2018-10-01,"Europe","Western Europe",2018,-154.601603773585,52.0650943396226
"Netherlands",2018-11-01,"Europe","Western Europe",2730,-154.601603773585,52.0650943396226
"Netherlands",2018-12-01,"Europe","Western Europe",3536,-154.601603773585,52.0650943396226
