x,y,id_country,iso,name_country,id_province,province,id_municity,municity,nl_name_municity,varname_municity,type_municity,engtype_municity,region
120.7897696,17.48011589,177,PHL,Philippines,1,Abra,20,Sallapadan,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6181248,17.46998529,177,PHL,Philippines,1,Abra,21,San Isidro,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.7550705,17.70734897,177,PHL,Philippines,1,Abra,22,San Juan,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.5138922,17.51845142,177,PHL,Philippines,1,Abra,23,San Quintin,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6795972,17.60756074,177,PHL,Philippines,1,Abra,24,Tayum,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.9085709,17.83230825,177,PHL,Philippines,1,Abra,25,Tineg,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.8086065,17.25585676,177,PHL,Philippines,1,Abra,26,Tubo,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6399361,17.39256569,177,PHL,Philippines,1,Abra,27,Villaviciosa,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6071814,17.60052404,177,PHL,Philippines,1,Abra,1,Bangued,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.8682169,17.37966184,177,PHL,Philippines,1,Abra,2,Boliney,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.7225257,17.52284728,177,PHL,Philippines,1,Abra,3,Bucay,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.8476104,17.4376793,177,PHL,Philippines,1,Abra,4,Bucloc,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.9516546,17.4510241,177,PHL,Philippines,1,Abra,5,Daguioman,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6219494,17.74433678,177,PHL,Philippines,1,Abra,6,Danglas,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.7262131,17.64898713,177,PHL,Philippines,1,Abra,7,Dolores,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6546076,17.66236135,177,PHL,Philippines,1,Abra,8,La Paz,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.9807431,17.6973212,177,PHL,Philippines,1,Abra,9,Lacub,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.7806268,17.63282548,177,PHL,Philippines,1,Abra,10,Lagangilang,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.7232441,17.78069736,177,PHL,Philippines,1,Abra,11,Lagayan,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.535443,17.61443496,177,PHL,Philippines,1,Abra,12,Langiden,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.8805445,17.56841711,177,PHL,Philippines,1,Abra,13,Licuan-Baay,,Licuan,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6908532,17.32541175,177,PHL,Philippines,1,Abra,14,Luba,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.0276691,17.5871037,177,PHL,Philippines,1,Abra,15,Malibcong,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.7176096,17.41146232,177,PHL,Philippines,1,Abra,16,Manabo,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.6662372,17.53809278,177,PHL,Philippines,1,Abra,17,Pe�arrubia,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.5739268,17.53776862,177,PHL,Philippines,1,Abra,18,Pidigan,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
120.5856446,17.37552241,177,PHL,Philippines,1,Abra,19,Pilar,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
125.3763424,8.841944605,177,PHL,Philippines,2,Agusan del Norte,28,Buenavista,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.5763497,8.914523159,177,PHL,Philippines,2,Agusan del Norte,29,Butuan City,,,Lungsod|Siyudad,City,Caraga (Region XIII)
125.6551439,9.138906292,177,PHL,Philippines,2,Agusan del Norte,30,Cabadbaran City,,,Lungsod|Siyudad,City,Caraga (Region XIII)
125.2539631,8.949645991,177,PHL,Philippines,2,Agusan del Norte,31,Carmen,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.6063046,9.35254835,177,PHL,Philippines,2,Agusan del Norte,32,Jabonga,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.5406028,9.430522791,177,PHL,Philippines,2,Agusan del Norte,33,Kitcharao,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.5429268,9.436023927,177,PHL,Philippines,2,Agusan del Norte,33,Kitcharao,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.6354988,9.414378215,177,PHL,Philippines,2,Agusan del Norte,33,Kitcharao,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.4363805,8.722155109,177,PHL,Philippines,2,Agusan del Norte,34,Las Nieves,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.5460771,9.034315966,177,PHL,Philippines,2,Agusan del Norte,35,Magallanes,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.5292654,9.410637704,177,PHL,Philippines,2,Agusan del Norte,36,Mainit Lake,,,Waterbody,Waterbody,Caraga (Region XIII)
125.3297624,8.92229562,177,PHL,Philippines,2,Agusan del Norte,37,Nasipit,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.6582809,9.06244218,177,PHL,Philippines,2,Agusan del Norte,38,Remedios T. Romualdez,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.6435051,9.262506658,177,PHL,Philippines,2,Agusan del Norte,39,Santiago,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.552949,9.212422216,177,PHL,Philippines,2,Agusan del Norte,40,Tubay,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.7703473,8.782251911,177,PHL,Philippines,3,Agusan del Sur,41,Bayugan City,,,Lungsod|Siyudad,City,Caraga (Region XIII)
126.0595071,8.21394739,177,PHL,Philippines,3,Agusan del Sur,42,Bunawan,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.5441839,8.619606678,177,PHL,Philippines,3,Agusan del Sur,43,Esperanza,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.6032497,8.314462505,177,PHL,Philippines,3,Agusan del Sur,44,La Paz,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.6277556,8.141211902,177,PHL,Philippines,3,Agusan del Sur,45,Loreto,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.8964496,8.693608225,177,PHL,Philippines,3,Agusan del Sur,46,Prosperidad,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
126.0774376,8.339024451,177,PHL,Philippines,3,Agusan del Sur,47,Rosario,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.948999,8.475144132,177,PHL,Philippines,3,Agusan del Sur,48,San Francisco,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.5103608,8.47365525,177,PHL,Philippines,3,Agusan del Sur,49,San Luis,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
126.0223374,8.027642999,177,PHL,Philippines,3,Agusan del Sur,50,Santa Josefa,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.7742753,8.979710544,177,PHL,Philippines,3,Agusan del Sur,51,Sibagat,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.8061274,8.429379714,177,PHL,Philippines,3,Agusan del Sur,52,Talacogon,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
126.1937178,8.070234015,177,PHL,Philippines,3,Agusan del Sur,53,Trento,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
125.7513437,8.039151162,177,PHL,Philippines,3,Agusan del Sur,54,Veruela,,,Bayan|Munisipyo,Municipality,Caraga (Region XIII)
122.4695516,11.51376194,177,PHL,Philippines,4,Aklan,55,Altavas,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3761886,11.52936383,177,PHL,Philippines,4,Aklan,56,Balete,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3316476,11.59801157,177,PHL,Philippines,4,Aklan,57,Banga,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.5275799,11.55602202,177,PHL,Philippines,4,Aklan,58,Batan,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4335894,11.59862664,177,PHL,Philippines,4,Aklan,58,Batan,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4315622,11.58407843,177,PHL,Philippines,4,Aklan,58,Batan,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.913535,11.82921251,177,PHL,Philippines,4,Aklan,59,Buruanga,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.1688245,11.75227591,177,PHL,Philippines,4,Aklan,60,Ibajay,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3506593,11.69418873,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3749582,11.68901695,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3824198,11.72656002,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3845913,11.72730901,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3794508,11.72904365,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3754285,11.72769116,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3846085,11.73106048,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3821417,11.73259639,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3700107,11.72713121,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3776441,11.73527049,177,PHL,Philippines,4,Aklan,61,Kalibo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3404349,11.66488088,177,PHL,Philippines,4,Aklan,62,Lezo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3182116,11.67855285,177,PHL,Philippines,4,Aklan,62,Lezo,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2961745,11.41896091,177,PHL,Philippines,4,Aklan,63,Libacao,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2226758,11.46575487,177,PHL,Philippines,4,Aklan,64,Madalag,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3131067,11.73730861,177,PHL,Philippines,4,Aklan,65,Makato,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3101246,11.74305237,177,PHL,Philippines,4,Aklan,65,Makato,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2965155,11.74483845,177,PHL,Philippines,4,Aklan,65,Makato,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2939834,11.75134581,177,PHL,Philippines,4,Aklan,65,Makato,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2945313,11.75266188,177,PHL,Philippines,4,Aklan,65,Makato,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2689296,11.70618769,177,PHL,Philippines,4,Aklan,65,Makato,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9502669,11.88235097,177,PHL,Philippines,4,Aklan,66,Malay,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9582408,11.94498944,177,PHL,Philippines,4,Aklan,66,Malay,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9255172,11.97075065,177,PHL,Philippines,4,Aklan,66,Malay,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2284891,11.60671947,177,PHL,Philippines,4,Aklan,67,Malinao,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.0382269,11.84335111,177,PHL,Philippines,4,Aklan,68,Nabas,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4338533,11.6050184,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4384617,11.61262352,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4029818,11.6188053,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.431205,11.61897282,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4208954,11.63497423,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4407768,11.62603425,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4070881,11.64938718,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.4076209,11.63746651,177,PHL,Philippines,4,Aklan,69,New Washington,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3628372,11.73137946,177,PHL,Philippines,4,Aklan,70,Numancia,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3350362,11.73522641,177,PHL,Philippines,4,Aklan,70,Numancia,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3662968,11.7334242,177,PHL,Philippines,4,Aklan,70,Numancia,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3680967,11.73753379,177,PHL,Philippines,4,Aklan,70,Numancia,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3373677,11.71648757,177,PHL,Philippines,4,Aklan,70,Numancia,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.3244553,11.73577693,177,PHL,Philippines,4,Aklan,70,Numancia,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2331224,11.74248732,177,PHL,Philippines,4,Aklan,71,Tangalan,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
123.8661121,13.24719438,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.8449846,13.24550319,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.8300083,13.27083841,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.8450025,13.28173776,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.9092813,13.29549506,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.7886103,13.27965956,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.9378125,13.31298519,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.9142682,13.33294688,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.8803641,13.29383331,177,PHL,Philippines,5,Albay,72,Bacacay,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.370072,13.31283322,177,PHL,Philippines,5,Albay,73,Bato Lake,,,Waterbody,Waterbody,Bicol Region (Region V)
123.6376181,13.14185059,177,PHL,Philippines,5,Albay,74,Camalig,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.6901201,13.11152994,177,PHL,Philippines,5,Albay,75,Daraga,,Locsin,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.57564,13.17463252,177,PHL,Philippines,5,Albay,76,Guinobatan,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.5793918,13.04978945,177,PHL,Philippines,5,Albay,77,Jovellar,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.7542861,13.10004946,177,PHL,Philippines,5,Albay,78,Legazpi City,,,Lungsod|Siyudad,City,Bicol Region (Region V)
123.3705704,13.24707931,177,PHL,Philippines,5,Albay,79,Libon,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.4944229,13.18230598,177,PHL,Philippines,5,Albay,80,Ligao City,,,Lungsod|Siyudad,City,Bicol Region (Region V)
123.724162,13.30206264,177,PHL,Philippines,5,Albay,81,Malilipot,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.8493066,13.34317512,177,PHL,Philippines,5,Albay,81,Malilipot,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.6522757,13.38457469,177,PHL,Philippines,5,Albay,82,Malinao,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.8780531,13.08632637,177,PHL,Philippines,5,Albay,83,Manito,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.2874702,13.05007643,177,PHL,Philippines,5,Albay,84,Oas,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.4034294,13.16780194,177,PHL,Philippines,5,Albay,84,Oas,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.4679557,13.06251793,177,PHL,Philippines,5,Albay,85,Pio Duran,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.505194,13.33267822,177,PHL,Philippines,5,Albay,86,Polangui,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
124.0526821,13.22299644,177,PHL,Philippines,5,Albay,87,Rapu-Rapu,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
124.1518616,13.20213264,177,PHL,Philippines,5,Albay,87,Rapu-Rapu,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.9988206,13.25572159,177,PHL,Philippines,5,Albay,87,Rapu-Rapu,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.9626696,13.30069859,177,PHL,Philippines,5,Albay,87,Rapu-Rapu,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.7546743,13.24825877,177,PHL,Philippines,5,Albay,88,Santo Domingo,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
123.668741,13.32537797,177,PHL,Philippines,5,Albay,89,Tabaco City,,,Lungsod|Siyudad,City,Bicol Region (Region V)
123.8091055,13.37504991,177,PHL,Philippines,5,Albay,89,Tabaco City,,,Lungsod|Siyudad,City,Bicol Region (Region V)
123.6156309,13.46293208,177,PHL,Philippines,5,Albay,90,Tiwi,,,Bayan|Munisipyo,Municipality,Bicol Region (Region V)
121.9199391,10.41787057,177,PHL,Philippines,6,Antique,91,Anini-Y,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9662857,10.44865109,177,PHL,Philippines,6,Antique,91,Anini-Y,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.1259538,11.25735181,177,PHL,Philippines,6,Antique,92,Barbaza,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9923886,10.85072001,177,PHL,Philippines,6,Antique,93,Belison,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.1348015,11.09644921,177,PHL,Philippines,6,Antique,94,Bugasong,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.3235993,11.85411974,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.3189176,11.8593088,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.2902937,11.86148237,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.4733138,11.8476068,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.435631,11.90850842,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.4308683,11.91369522,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.4028576,11.91585163,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.5591249,11.92291783,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.4825266,11.96004024,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.5606684,11.98130097,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.3611549,12.07056398,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.3467825,12.07204697,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.5775598,12.10199409,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.3859291,12.05049571,177,PHL,Philippines,6,Antique,95,Caluya,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.6711184,11.31828554,177,PHL,Philippines,6,Antique,96,Culasi,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.0204786,11.41385814,177,PHL,Philippines,6,Antique,96,Culasi,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9117886,11.47130066,177,PHL,Philippines,6,Antique,96,Culasi,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.1159805,11.42100712,177,PHL,Philippines,6,Antique,96,Culasi,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.6934593,11.6008134,177,PHL,Philippines,6,Antique,96,Culasi,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.0094466,10.66247462,177,PHL,Philippines,6,Antique,97,Hamtic,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.1090793,11.15717279,177,PHL,Philippines,6,Antique,98,Laua-An,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9531202,11.78657999,177,PHL,Philippines,6,Antique,99,Libertad,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.0943664,11.7442131,177,PHL,Philippines,6,Antique,100,Pandan,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.037011,10.92336018,177,PHL,Philippines,6,Antique,101,Patnongon,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9573588,10.77114341,177,PHL,Philippines,6,Antique,102,San Jose,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.1757501,10.90092214,177,PHL,Philippines,6,Antique,103,San Remigio,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.1185765,11.59087,177,PHL,Philippines,6,Antique,104,Sebaste,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.07482,10.77240783,177,PHL,Philippines,6,Antique,105,Sibalom,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.0839795,11.31177392,177,PHL,Philippines,6,Antique,106,Tibiao,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.9758009,10.51986449,177,PHL,Philippines,6,Antique,107,Tobias Fornier,,Dao,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
122.2053798,11.03063182,177,PHL,Philippines,6,Antique,108,Valderrama,,,Bayan|Munisipyo,Municipality,Western Visayas (Region VI)
121.0335604,18.24877657,177,PHL,Philippines,7,Apayao,109,Calanasan,,Bayag,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.2535343,17.77107343,177,PHL,Philippines,7,Apayao,110,Conner,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.4145657,18.12750009,177,PHL,Philippines,7,Apayao,111,Flora,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.1674365,18.00260271,177,PHL,Philippines,7,Apayao,112,Kabugao,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.239356,18.33204493,177,PHL,Philippines,7,Apayao,113,Luna,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.3091477,18.15733705,177,PHL,Philippines,7,Apayao,114,Pudtol,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.4382563,18.29185808,177,PHL,Philippines,7,Apayao,115,Santa Marcela,,,Bayan|Munisipyo,Municipality,Cordillera Administrative Region (CAR)
121.6318329,15.75840507,177,PHL,Philippines,8,Aurora,116,Baler,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.5719087,15.73288801,177,PHL,Philippines,8,Aurora,116,Baler,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
122.0415505,16.25761536,177,PHL,Philippines,8,Aurora,117,Casiguran,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
122.1339117,16.43294528,177,PHL,Philippines,8,Aurora,118,Dilasag,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.8597005,16.16855992,177,PHL,Philippines,8,Aurora,119,Dinalungan,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.379637,15.2847744,177,PHL,Philippines,8,Aurora,120,Dingalan,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.6123821,15.98362306,177,PHL,Philippines,8,Aurora,121,Dipaculao,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.403354,15.776757,177,PHL,Philippines,8,Aurora,122,Maria Aurora,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.5736656,15.59723989,177,PHL,Philippines,8,Aurora,123,San Luis,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.593815,15.63109674,177,PHL,Philippines,8,Aurora,123,San Luis,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
121.4533417,15.61397748,177,PHL,Philippines,8,Aurora,123,San Luis,,,Bayan|Munisipyo,Municipality,Central Luzon (Region III)
122.2034136,6.569108038,177,PHL,Philippines,9,Basilan,124,Akbar,,,Bayan|Munisipyo,Municipality,Autonomous Region of Muslim Mindanao (ARMM)
122.2123602,6.613471297,177,PHL,Philippines,9,Basilan,124,Akbar,,,Bayan|Munisipyo,Municipality,Autonomous Region of Muslim Mindanao (ARMM)
122.1831545,6.649751245,177,PHL,Philippines,9,Basilan,124,Akbar,,,Bayan|Munisipyo,Municipality,Autonomous Region of Muslim Mindanao (ARMM)
122.2580577,6.732012808,177,PHL,Philippines,9,Basilan,124,Akbar,,,Bayan|Munisipyo,Municipality,Autonomous Region of Muslim Mindanao (ARMM)
122.2511623,6.741242446,177,PHL,Philippines,9,Basilan,124,Akbar,,,Bayan|Munisipyo,Municipality,Autonomous Region of Muslim Mindanao (ARMM)
122.2276941,6.455452829,177,PHL,Philippines,9,Basilan,125,Al-Barka,,,Bayan|Munisipyo,Municipality,Autonomous Region of Muslim Mindanao (ARMM)
122.1741573,6.460919824,177,PHL,Philippines,9,Basilan,125,Al-Barka,,,Bayan|Munisipyo,Municipality,Autonomous Region of Muslim Mindanao (ARMM)
